razao,endereco,bairro,bandeira,venda,compra,modalidade,fornecedor,data,combustivel,cidade,ix_semana
EXXEL REVENDEDORA DE DERIVADOS DE PETROLEO LTDA,"AVENIDA VER CICERO ILDEFONSO, 539",Joao Pinheiro,IPIRANGA,4.636,4392,CIF,-,20/01/2020,gasolina,Belo Horizonte,1075
POSTO SILVA LOBO LTDA.,"AVENIDA AMAZONAS, 5353 A",Nova Suiça,PETROBRAS DISTRIBUIDORA S.A.,4.638999999999999,4319,CIF,-,20/01/2020,gasolina,Belo Horizonte,1075
POSTO FORMULA BR LTDA,"AVENIDA AMAZONAS, 8.555",Cabana,PETROBRAS DISTRIBUIDORA S.A.,4.643,4351,CIF,-,20/01/2020,gasolina,Belo Horizonte,1075
POSTO GAMELEIRA LTDA,"AVENIDA AMAZONAS, 7605",Nova Gameleira,RAIZEN,4.644,4380,CIF,-,20/01/2020,gasolina,Belo Horizonte,1075
COMERCIAL MARCESOP LTDA,"AVENIDA AMAZONAS, 5234",Nova Suica,RAIZEN,4.65,4431,CIF,-,20/01/2020,gasolina,Belo Horizonte,1075
POSTO PAULISTINHA LTDA,"AVENIDA NOSSA SENHORA DE FATIMA, 1612",Carlos Prates,RAIZEN,4.655,4440,CIF,-,22/01/2020,gasolina,Belo Horizonte,1075
ABRAS COMERCIO DE COMBUSTIVEL E VEICULOS LTDA,"AVENIDA PEDRO II, 930",Bonfim,RAIZEN,4.655,4368,CIF,-,22/01/2020,gasolina,Belo Horizonte,1075
POSTO ITAPOA LTDA,"AVENIDA AMAZONAS, 2994",Barroca,IPIRANGA,4.655,-,-,-,20/01/2020,gasolina,Belo Horizonte,1075
PANORAMA COMERCIO DE COMBUSTIVEIS LTDA - ME,"RODOVIA BR 040, 1000 KM 1",Califórnia,IPIRANGA,4.659,-,-,-,20/01/2020,gasolina,Belo Horizonte,1075
POSTO JOAO PAULO II LTDA - ME,"AV JOÃO XXIII, 540",Alípio de Melo,RAIZEN,4.666,4380,CIF,-,20/01/2020,gasolina,Belo Horizonte,1075
ECO EMPREENDIMENTOS COMERCIAIS LTDA,"RUA CONCEICAO DO MATO DENTRO, 335",Ouro Preto,PETROBRAS DISTRIBUIDORA S.A.,4.687,4378,CIF,-,22/01/2020,gasolina,Belo Horizonte,1075
POSTO CATALAO LTDA,"AVENIDA PRESIDENTE CARLOS LUZ, 102",Pedro Ii,RAIZEN,4.695,4365,CIF,-,22/01/2020,gasolina,Belo Horizonte,1075
KING EMPREENDIMENTOS COMERCIAIS LTDA,"AVENIDA VEREADOR CÍCERO ILDEFONSO, 1065",Coração Eucarístico,BRANCA,4.696000000000001,4262,CIF,ALESAT,20/01/2020,gasolina,Belo Horizonte,1075
POSTO DAMASCO LTDA - ME,"AVENIDA PEDRO II, 1125",Carlos Prates,BRANCA,4.697,4300,CIF,ALESAT,22/01/2020,gasolina,Belo Horizonte,1075
GILBO COMERCIO DE DERIVADOS DE PETROLEO LTDA,"AVENIDA PRESIDENTE CARLOS LUZ, 451",Caiçara,BRANCA,4.697,4300,CIF,ALESAT,22/01/2020,gasolina,Belo Horizonte,1075
POSTO PARADA OBRIGATORIA LTDA,"AVENIDA DOS ANDRADAS, 3910",Pompéia,RAIZEN,4.697,4425,CIF,-,20/01/2020,gasolina,Belo Horizonte,1075
POSTO BARBOSA LTDA,"AVENIDA PRES CARLOS LUZ, 2263",Sao Francisco Assis,BRANCA,4.699,4325,CIF,TOBRAS,22/01/2020,gasolina,Belo Horizonte,1075
POSTO MONTE SANTO LTDA,"AVENIDA DOMPEDRO II, 3038",Caicara,PETROBRAS DISTRIBUIDORA S.A.,4.7989999999999995,4382,CIF,-,22/01/2020,gasolina,Belo Horizonte,1075
POSTO ZEPPE MIRAGEM LTDA,"AVENIDA PRESIDENTE CARLOS LUZ, 638",Caicara,PETROBRAS DISTRIBUIDORA S.A.,4.895,4406,CIF,-,22/01/2020,gasolina,Belo Horizonte,1075
DUTRA E SILVA LTDA,"AVENIDA DOS ENGENHEIROS, 465",Alipio de Melo,IPIRANGA,4.897,4472,CIF,-,20/01/2020,gasolina,Belo Horizonte,1075
COMBUSTIVEIS VALADARES LTDA,"AVENIDA PRESIDENTE CARLOS LUZ, 2600",Caparao,RAIZEN,4.899,-,-,-,22/01/2020,gasolina,Belo Horizonte,1075
L. C. EMPREENDIMENTOS LTDA,"AVENIDA DIS ENGENHEIROS, 1620",Castelo,PETROBRAS DISTRIBUIDORA S.A.,4.899,4407,CIF,-,20/01/2020,gasolina,Belo Horizonte,1075
POSTO R.E.M. LTDA,"AVENIDA AMAZONAS, 4594",Nova Suiça,PETROBRAS DISTRIBUIDORA S.A.,4.949,4515,CIF,-,20/01/2020,gasolina,Belo Horizonte,1075
POSTO R.E.M. LTDA,"AVENIDA DO CONTORNO, 10040",Barro Preto,PETROBRAS DISTRIBUIDORA S.A.,4.949,4417,CIF,-,20/01/2020,gasolina,Belo Horizonte,1075
POSTO AMAZONAS LTDA,"AVENIDA AMAZONAS, 5298",Nova Suissa,PETROBRAS DISTRIBUIDORA S.A.,4.949,-,-,-,20/01/2020,gasolina,Belo Horizonte,1075
POSTO GLORIA,"RUA DEPUTADO CLAUDIO PINHEIRO DE LIMA, 957",Nossa Senhora da Gloria,BRANCA,4.555,-,-,-,30/01/2020,gasolina,Belo Horizonte,1076
POSTO WAP LTDA,"AVENIDA PEDRO II, 4091",Vila Futuro,RAIZEN,4.579,-,-,-,30/01/2020,gasolina,Belo Horizonte,1076
POSTO BARRO PRETO LTDA,"RUA GOITACASES, 1376",Barro Preto,BRANCA,4.59,-,-,-,30/01/2020,gasolina,Belo Horizonte,1076
ORGANIZAÇAO PETROMAR LTDA,"RUA MATO GROSSO, 212",Barro Preto,PETROBRAS DISTRIBUIDORA S.A.,4.59,4402,CIF,-,30/01/2020,gasolina,Belo Horizonte,1076
POSTO MANACAS LTDA,"AVENIDA PRES TANCREDO NEVES, 1095 LOTE 73 74 Q.62",Castelo,IPIRANGA,4.5969999999999995,-,-,-,30/01/2020,gasolina,Belo Horizonte,1076
POSTO ITATIAIA LTDA,"AVENIDA PROFESSOR CLOVIS SALGADO, 1865",Itatiaia,BRANCA,4.599,4270,CIF,ALESAT,30/01/2020,gasolina,Belo Horizonte,1076
POSTO RC LTDA,"AVENIDA SANTA TEREZINHA, 620",Itatiaia,RAIZEN,4.599,-,-,-,30/01/2020,gasolina,Belo Horizonte,1076
POSTO DE COMBUSTIVEL LUBRIMIL LTDA,"AVENIDA ABILIO MACHADO, 845",Dom Bosco,IPIRANGA,4.647,-,-,-,30/01/2020,gasolina,Belo Horizonte,1076
POSTO CAPITAL LTDA,"AVENIDA ABILIO MACHADO, 1772",Alipio de Mello,IPIRANGA,4.656000000000001,4469,CIF,-,30/01/2020,gasolina,Belo Horizonte,1076
POSTO SERRANO LTDA,"AVENIDA ABILIO MACHADO, 3123",Serrano,PETROBRAS DISTRIBUIDORA S.A.,4.695,4480,CIF,-,30/01/2020,gasolina,Belo Horizonte,1076
COMERCIAL RACOL LTDA,"AVENIDA BRIGADEIRO EDUARDO GOMES, 1980",Gloria,BRANCA,4.697,4322,CIF,ALESAT,30/01/2020,gasolina,Belo Horizonte,1076
POSTO DAMASCO LTDA - ME,"AVENIDA PEDRO II, 1125",Carlos Prates,BRANCA,4.697,-,-,-,30/01/2020,gasolina,Belo Horizonte,1076
POSTO ASTRAL LTDA,"AVENIDA BRIG EDUARDO GOMES, 1025",Gloria,PETROBRAS DISTRIBUIDORA S.A.,4.697,-,-,-,30/01/2020,gasolina,Belo Horizonte,1076
POSTO MIRAGEM LTDA,"AVENIDA AMINTAS JACQUES MORAIS, 2065",Patrocinio,PETROBRAS DISTRIBUIDORA S.A.,4.699,-,-,-,30/01/2020,gasolina,Belo Horizonte,1076
AUTO POSTO VEM K LTDA,"AVENIDA PRESIDENTE TANCREDO NEVES, 3574",Paqueta,PETROBRAS DISTRIBUIDORA S.A.,4.7989999999999995,4414,CIF,-,30/01/2020,gasolina,Belo Horizonte,1076
POSTO SAO PAULO ATLANTIDA LTDA,"AVENIDA HERACLITO MOURAO DE MIRANDA, 1851 0",Serrano,PETROBRAS DISTRIBUIDORA S.A.,4.899,-,-,-,30/01/2020,gasolina,Belo Horizonte,1076
TIC TAC DERIVADOS DE PETROLEO LTDA,"AVENIDA DO CONTORNO, 9645",Prado,RAIZEN,4.985,-,-,-,30/01/2020,gasolina,Belo Horizonte,1076
POSTO PROGRESSO LTDA,"RUA PARA DE MINAS, 1080 0",Padre Eustáquio,PETROBRAS DISTRIBUIDORA S.A.,4.49,-,-,-,05/02/2020,gasolina,Belo Horizonte,1077
POSTO ODEON LTDA,"AVENIDA DO CONTORNO, 1550",Floresta,BRANCA,4.548,-,-,-,03/02/2020,gasolina,Belo Horizonte,1077
POSTO CAPITAL LTDA,"AVENIDA ABILIO MACHADO, 1772",Alipio de Mello,IPIRANGA,4.566,-,-,-,05/02/2020,gasolina,Belo Horizonte,1077
POSTO NIGHT AND DAY LTDA,"AVENIDA BARÃO HOMEM DE MELO, 400",Jardim América,BRANCA,4.567,4250,CIF,ALESAT,03/02/2020,gasolina,Belo Horizonte,1077
AUTO POSTO MAQUINE LTDA,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 3605",Vila Bernadeti (barreiro),PETROBRAS DISTRIBUIDORA S.A.,4.5969999999999995,4309,CIF,-,03/02/2020,gasolina,Belo Horizonte,1077
POSTO BATISTAO LIMITADA,"RUA DESEMBARGADOR REIS ALVES, 880",B. das Industrias,RAIZEN,4.598,4403,CIF,-,03/02/2020,gasolina,Belo Horizonte,1077
POSTO CARIJO LTDA,"RODOVIA BR 262, S/N KM 04",Engenho Nogueira,RAIZEN,4.599,4415,CIF,-,05/02/2020,gasolina,Belo Horizonte,1077
POSTO BRUNA LTDA.,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 11333",Dom Bosco,IPIRANGA,4.599,-,-,-,05/02/2020,gasolina,Belo Horizonte,1077
POSTO SAO JOAO COMB E LUBR LTDA,"RUA DESEMBARGADOR BARCELOS, 196",Calafate,RAIZEN,4.599,-,-,-,03/02/2020,gasolina,Belo Horizonte,1077
CENCOSUD BRASIL COMERCIAL LTDA,"RUA PARA DE MINAS, 788 ANEXO: 01;",Padre Eustaquio,BRANCA,4.629,-,-,-,05/02/2020,gasolina,Belo Horizonte,1077
POSTO BARAO DE MELO LTDA,"AVENIDA BARAO HOMEM DE MELO, 827",Nova Granada,PETROBRAS DISTRIBUIDORA S.A.,4.695,4350,CIF,-,03/02/2020,gasolina,Belo Horizonte,1077
POSTO TIGRE LTDA,"AVENIDA BRASIL, 401",Funcionários,RAIZEN,4.695,4348,CIF,-,03/02/2020,gasolina,Belo Horizonte,1077
POSTO SERRANO LTDA,"AVENIDA ABILIO MACHADO, 3123",Serrano,PETROBRAS DISTRIBUIDORA S.A.,4.695,-,-,-,05/02/2020,gasolina,Belo Horizonte,1077
POSTO ABASTECA AQUI ANEL LTDA - EPP,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 15600",Caicaras,RAIZEN,4.695,4372,CIF,-,05/02/2020,gasolina,Belo Horizonte,1077
AUTO POSTO XANATAM LTDA,"RODOVIA RODOVIA MG 5, 765",Goiania,IPIRANGA,4.698,-,-,-,05/02/2020,gasolina,Belo Horizonte,1077
POSTO ESTEVES LTDA,"RODOVIA MG-5, 750 LETRA: A;",Ipe,RAIZEN,4.699,-,-,-,05/02/2020,gasolina,Belo Horizonte,1077
AUTO POSTO INHUMAS LTDA,"RUA DAS CLARINETAS, 23",Conjunto California,PETROBRAS DISTRIBUIDORA S.A.,4.699,4369,CIF,-,05/02/2020,gasolina,Belo Horizonte,1077
AUTO POSTO VERONA EIRELI,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 23759",Dom Silverio,IPIRANGA,4.699,4369,CIF,-,05/02/2020,gasolina,Belo Horizonte,1077
POSTO BOM BOM LTDA,"AVENIDA CONTORNO, 2694",Santa Efigenia,IPIRANGA,4.699,4387,CIF,-,03/02/2020,gasolina,Belo Horizonte,1077
POSTO CURIANGO LTDA.,"RODOVIA BR 262, S/N KM 07",Gorduras,BRANCA,4.699,-,-,-,05/02/2020,gasolina,Belo Horizonte,1077
POSTO ASSIS LTDA,"RODOVIA BR 262, S/N KM 26",Dom Silverio,IPIRANGA,4.699,-,-,-,05/02/2020,gasolina,Belo Horizonte,1077
POSTO ARAPONGA LTDA,"AVENIDA BRASIL, 909",Santa Efigenia,IPIRANGA,4.699,4390,CIF,-,03/02/2020,gasolina,Belo Horizonte,1077
COMERCIO DE COMBUSTIVEIS ALEX LTDA,"RUA GONCALVES DIAS, 520",Funcionarios,IPIRANGA,4.7589999999999995,4357,CIF,-,03/02/2020,gasolina,Belo Horizonte,1077
SAO FRANCISCO PARTICIPACOES TRANSPORTES E SERVICOS LTDA,"RUA MAJOR DELFINO DE PAULA, 2745",Sao Francisco,RAIZEN,4.789,-,-,-,05/02/2020,gasolina,Belo Horizonte,1077
POSTO SANTA LUCIA LTDA,"RODOVIA BR-356, 520",Sion,PETROBRAS DISTRIBUIDORA S.A.,4.857,4309,CIF,-,03/02/2020,gasolina,Belo Horizonte,1077
MM - COMERCIO DE DERIVADOS DE PETROLEO LTDA,"RUA GRAO MOGOL, 953-A",Sion,PETROBRAS DISTRIBUIDORA S.A.,4.857,4309,CIF,-,03/02/2020,gasolina,Belo Horizonte,1077
POSTO MAURITANIA LTDA,"RUA DO URUGUAI, 86",Sion,BRANCA,4.857,4257,CIF,TORRAO,03/02/2020,gasolina,Belo Horizonte,1077
POSTO VICA LTDA,"AVENIDA RAJA GABAGLIA, 5001",Santa Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.857,4292,CIF,-,03/02/2020,gasolina,Belo Horizonte,1077
POSTO HUGO WERNECK LTDA,"AVENIDA NOSSA SENHORA DO CARMO, 1925",Carmo Sion,PETROBRAS DISTRIBUIDORA S.A.,4.857,-,-,-,03/02/2020,gasolina,Belo Horizonte,1077
POSTO PONTE NOVA LTDA,"AVENIDA NOSSA SENHORA DO CARMO, 450",Carmo,RAIZEN,4.8580000000000005,-,-,-,03/02/2020,gasolina,Belo Horizonte,1077
BARRABELA AUTO POSTO LTDA.,"RODOVIA BR 356, S/N KM 7,5",Olhos D'agua,RAIZEN,4.86,4424,CIF,-,03/02/2020,gasolina,Belo Horizonte,1077
W. R. SIMONE COMERCIAL LTDA.,"AVENIDA BARÃO HOMEM DE MELO, 3000",Estoril,RAIZEN,4.874,4381,CIF,-,03/02/2020,gasolina,Belo Horizonte,1077
POSTO CHICAGO LTDA.,"RUA DO URUGUAI, 835",Sion,ALESAT,4.897,-,-,-,03/02/2020,gasolina,Belo Horizonte,1077
POSTO MANGABEIRAS LTDA,"RUA AFONSO PENA, 4321",Mangabeiras,IPIRANGA,4.899,4415,CIF,-,03/02/2020,gasolina,Belo Horizonte,1077
POSTO TOCANTINS LTDA,"AVENIDA DO CONTORNO, 1955",Floresta,PETROBRAS DISTRIBUIDORA S.A.,4.899,4344,CIF,-,03/02/2020,gasolina,Belo Horizonte,1077
POSTO GRAJAU LTDA,"AVENIDA NOSSA SENHORA DO CARMO, 756",Sao Pedro,IPIRANGA,4.949,-,-,-,03/02/2020,gasolina,Belo Horizonte,1077
PETROBEL LTDA,"AVENIDA BERNARDO MONTEIRO, 1339",Funcionários,PETROBRAS DISTRIBUIDORA S.A.,4.988,4425,CIF,-,03/02/2020,gasolina,Belo Horizonte,1077
BEL POSTO LTDA,"RUA DAS PRINCESAS, 367",Jardinopolis,IPIRANGA,4.996,4388,CIF,-,03/02/2020,gasolina,Belo Horizonte,1077
POSTO PONTEIO LTDA.,"RODOVIA BR 356, 20 KM 04",Santa Lucia,ALESAT,4.997,4383,CIF,-,03/02/2020,gasolina,Belo Horizonte,1077
POSTO BALUARTE LTDA,"BR. 262 - KM 24,5, S/N KM 24,5",Maria Goreti,RAIZEN,4.999,4367,CIF,-,05/02/2020,gasolina,Belo Horizonte,1077
ALMADA & CIA LIMITADA,"RUA JACUI, 4040",Ipiranga,BRANCA,4.539,-,-,-,11/02/2020,gasolina,Belo Horizonte,1078
COMERCIAL DE PETROLEO VILARINHO LTDA,"AVENIDA VILARINHO, 1691",Venda Nova,BRANCA,4.559,-,-,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO ARAUJO COMERCIO E DISTRIBUICAO DE COMBUSTIVEIS E LUBRIFICANTES LTDA.,"AVENIDA AMERICO VESPUCIO, 809",Aparecida,PETROBRAS DISTRIBUIDORA S.A.,4.575,-,-,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO TUNEL LTDA,"AVENIDA CRISTIANO MACHADO, 71",Floresta,IPIRANGA,4.575,4326,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
SOCIEDADE COMERCIAL CANAA LTDA,"RODOVIA PAPA JOAO PAULO II, 3614",Canaa,ALESAT,4.577,4249,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO BOA ESPERANCA LTDA.,"RODOVIA PAPA JOAO PAULO II, 3031",Serra Verde,ALESAT,4.577,-,-,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO POETA LTDA,"AVENIDA DOM PEDRO I, 2355",Sao Joao Batista,PETROBRAS DISTRIBUIDORA S.A.,4.577,4253,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
GAS BRAS LTDA,"RODOVIA PAPA JOAO PAULO II, 400",Satelite,ALESAT,4.577,4195,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
AUTO POSTO VALE LTDA,"AVENIDA VILARINHO, 1146",Venda Nova,BRANCA,4.579,4289,CIF,RAIZEN,11/02/2020,gasolina,Belo Horizonte,1078
POSTO CENTER NORTE LTDA,"AVENIDA VILARINHO, 5360",Venda Nova,PETROBRAS DISTRIBUIDORA S.A.,4.579,4253,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO GABI LTDA,"AVENIDA VILARINHO, 2300",Venda Nova,PETROBRAS DISTRIBUIDORA S.A.,4.579,4253,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
AUTO POSTO MACPETRO LTDA,"RUA DOUTOR ALVARO CAMARGOS, 2216",Santa Monica,BRANCA,4.585,4170,CIF,RIO BRANCO,11/02/2020,gasolina,Belo Horizonte,1078
POSTO CHAVES LTDA,"AVENIDA PORTUGAL, 2061",Santa Amelia,PETROBRAS DISTRIBUIDORA S.A.,4.587,4296,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO SALAZAR LTDA,"RUA MINISTROOLIVEIRA SALAZAR, 770",Santa Monica,PETROBRAS DISTRIBUIDORA S.A.,4.5889999999999995,4315,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO CRISTIANO MACHADO LTDA,"AVENIDA CRISTIANO MACHADO, 8665",Dona Clara,RAIZEN,4.595,4287,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO DE COMBUSTIVEL PASSARELA LTDA,"AVENIDA CRISTIANO MACHADO, 2525",Silveira,IPIRANGA,4.5969999999999995,4291,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO WAP CRISTIANO MACHADO LTDA,"AVENIDA CRISTIANO MACHADO, 9434",Minaslandia (p Maio),RAIZEN,4.5969999999999995,4372,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
AUTO POSTO MENDONCA LTDA,"AVENIDA CRISTIANO MACHADO, 2506",Cidade Nova,PETROBRAS DISTRIBUIDORA S.A.,4.5969999999999995,4202,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO CAMOES LTDA,"AVENIDA PORTUGAL, 4611",Itapoa,PETROBRAS DISTRIBUIDORA S.A.,4.5969999999999995,-,-,-,11/02/2020,gasolina,Belo Horizonte,1078
CELT -COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,"AVENIDA DOM PEDRO I, 2177 LETRA A",Sao Joao Batista,PETROBRAS DISTRIBUIDORA S.A.,4.5969999999999995,4355,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO BRUNINHA LTDA,"AVENIDA DOM PEDRO I, 1680",Itapoa,IPIRANGA,4.5969999999999995,4291,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO MINAS SHOPPING LTDA,"AVENIDA CRISTIANO MACHADO, 3400",Uniao,PETROBRAS DISTRIBUIDORA S.A.,4.5969999999999995,4347,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
GNV SETE BELO LTDA,"AVENIDA CRISTIANO MACHADO, 8898",Minaslandia,PETROBRAS DISTRIBUIDORA S.A.,4.5969999999999995,-,-,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO ANTUNES LTDA,"AVENIDA PORTUGAL, 2603",Santa Amelia,PETROBRAS DISTRIBUIDORA S.A.,4.5969999999999995,-,-,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO TATIANA LTDA,"AVENIDA PEDRO I, 468",Jardim Atlantico,PETROBRAS DISTRIBUIDORA S.A.,4.5969999999999995,-,-,-,11/02/2020,gasolina,Belo Horizonte,1078
CENTRO AUTOMOTIVO FALCAO LTDA - EPP,"AVENIDA GAL OLIMPIO MOURA FILHO, 835",Planalto,PETROBRAS DISTRIBUIDORA S.A.,4.5969999999999995,4286,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO MARIO WERNECK LIMITADA,"AVENIDA CRISTIANO MACHADO, 9292",Dona Clara,IPIRANGA,4.5969999999999995,-,-,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO ESTACAO BH LTDA,"AVENIDA CRISTIANO MACHADO, 10025",Heliopolis,PETROBRAS DISTRIBUIDORA S.A.,4.598,4333,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO JOCA LTDA,"AV. ANTONIO JOSE DOS SANTOS,609, S/N",Ceu Azul,PETROBRAS DISTRIBUIDORA S.A.,4.599,4273,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO MARIA AMELIA LTDA,"RUA MARIA AMELIA MAIA, 780",Sao Bernardo,RAIZEN,4.599,-,-,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO CN LTDA,"AVENIDA CRISTIANO MACHADO, 1383",Da Graca,RAIZEN,4.599,4360,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO SAO BERNARDO LTDA,"AVENIDA CRISTIANO MACHADO, 9505",Dona Clara,IPIRANGA,4.599,4361,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
PLANALTO POSTO DE SERVIÇO LTDA,"AVENIDA DOUTOR CRISTIANO GUIMARÃES, 2329",Planalto,IPIRANGA,4.599,4311,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
DELMA - COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA VILARINHO, 3353",Leticia Distrito de Venda Nova,PETROBRAS DISTRIBUIDORA S.A.,4.641,-,-,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO CM LTDA,"AVENIDA CRISTIANO MACHADO, 3050 0",União,RAIZEN,4.647,4360,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO CATEDRAL LTDA,"AVENIDA CRISTIANO MACHADO, 11100",Vila Cloris,RAIZEN,4.657,4317,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO COLIBRI LTDA,"AVENIDA ANTONIO CARLOS, 7585",Pampulha,ALESAT,4.67,-,-,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO UNIAO LTDA,"AVENIDA DOM PEDRO I, 3880",Vnda Nova,RAIZEN,4.677,4360,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO ATLANTICO LTDA,"AVENIDA PORTUGAL, 150",Jardim Atlantico,IPIRANGA,4.697,4340,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO VANORTE LTDA,"RUA DOUTOR ALVARO CAMARGOS, 1795",Santa Branca,BRANCA,4.699,4210,CIF,ALESAT,11/02/2020,gasolina,Belo Horizonte,1078
POSTO ENTRADA OBRIGATÓRIA LTDA,"AVENIDA PORTUGAL, 4260",Jardim Atlântico,IPIRANGA,4.699,4357,CIF,-,11/02/2020,gasolina,Belo Horizonte,1078
A CARABETTI & CIA LTDA,"AVENIDA CRISTIANO MACHADO, 2000",Cidade Nova,PETROBRAS DISTRIBUIDORA S.A.,4.797,-,-,-,11/02/2020,gasolina,Belo Horizonte,1078
POSTO BEAGAS GNV LTDA.,"AVENIDA DOM PEDRO II, 4685",Jardim Montanhes,RAIZEN,4.449,-,-,-,19/02/2020,gasolina,Belo Horizonte,1079
POSTO WAP LTDA,"AVENIDA PEDRO II, 4091",Vila Futuro,RAIZEN,4.45,-,-,-,19/02/2020,gasolina,Belo Horizonte,1079
POSTO PRISMA LTDA,"AVENIDA VER. CICERO ILDEFONSO, 684",Joao Pinheiro,IPIRANGA,4.45,-,-,-,19/02/2020,gasolina,Belo Horizonte,1079
KING EMPREENDIMENTOS COMERCIAIS LTDA,"AVENIDA VEREADOR CÍCERO ILDEFONSO, 1065",Coração Eucarístico,BRANCA,4.458,4168,CIF,POTENCIAL,19/02/2020,gasolina,Belo Horizonte,1079
POSTO DE COMBUSTIVEL TEREZA CRISTINA LTDA,"AVENIDA TEREZA CRISTINA, 820",Carlos Prates,RAIZEN,4.459,-,-,-,19/02/2020,gasolina,Belo Horizonte,1079
POSTO QUICK LTDA,"AVENIDA CORONEL JOSE BENJAMIM, 17",Padre Eustaquio,RAIZEN,4.459,-,-,-,19/02/2020,gasolina,Belo Horizonte,1079
POSTO JUPITER LTDA,"AVENIDA TEREZA CRISTINA, 2850",Padre Eustaquio,PETROBRAS DISTRIBUIDORA S.A.,4.459,4256,CIF,-,19/02/2020,gasolina,Belo Horizonte,1079
POSTO OLIMAR COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA TEREZA CRISTINA, 2350",Padre Eustaquio,IPIRANGA,4.459,-,-,-,19/02/2020,gasolina,Belo Horizonte,1079
POSTO OCEANO LTDA,"AVENIDA DO CONTORNO, 10325",Barro Preto,RAIZEN,4.459,4314,CIF,-,19/02/2020,gasolina,Belo Horizonte,1079
POSTO DE COMBUSTÍVEIS SANTO AGOSTINHO LTDA.,"AVENIDA AMAZONAS, 2381",Santo Agostinho,BRANCA,4.497,-,-,-,19/02/2020,gasolina,Belo Horizonte,1079
POSTO LESTE OESTE LTDA,"AVENIDA TEREZA CRISTINA, 1795",Calafate,PETROBRAS DISTRIBUIDORA S.A.,4.499,4317,CIF,-,19/02/2020,gasolina,Belo Horizonte,1079
ABRAS COMERCIO DE COMBUSTIVEL E VEICULOS LTDA,"AVENIDA PEDRO II, 930",Bonfim,RAIZEN,4.499,-,-,-,20/02/2020,gasolina,Belo Horizonte,1079
POSTO VILA NOSSA SENHORA DE FATIMA LTDA,"AVENIDA NOSSA SENHORA DE FATIMA, 2.401",Carlos Prates,IPIRANGA,4.499,4255,CIF,-,20/02/2020,gasolina,Belo Horizonte,1079
POSTO AVENIDA LTDA,"AVENIDA AMAZONAS, 9248",Glalija,BRANCA,4.499,4207,CIF,TDC DISTRIBUIDORA,19/02/2020,gasolina,Belo Horizonte,1079
POSTO ESTACAO BH LTDA,"AVENIDA CRISTIANO MACHADO, 10025",Heliopolis,PETROBRAS DISTRIBUIDORA S.A.,4.537,4255,CIF,-,19/02/2020,gasolina,Belo Horizonte,1079
POSTO LESTE LTDA,"AVENIDA DOS ANDRADAS, 3300",Santa Efigenia,PETROBRAS DISTRIBUIDORA S.A.,4.547,-,-,-,19/02/2020,gasolina,Belo Horizonte,1079
