data_inicial,data_final,preco_medio_revenda,desvio_padrao_revenda,preco_minimo_revenda,preco_maximo_revenda,regiao,estado,abrangencia
2011-03-06,2011-03-12,2.941,0.003,2.94,2.95,CENTRO OESTE,DISTRITO FEDERAL,estadual
2011-03-06,2011-03-12,2.829,0.089,2.54,2.999,CENTRO OESTE,GOIAS,estadual
2011-03-06,2011-03-12,2.951,0.079,2.7,3.33,CENTRO OESTE,MATO GROSSO,estadual
2011-03-06,2011-03-12,2.729,0.099,2.52,2.999,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2011-03-06,2011-03-12,2.815,0.076,2.59,2.98,NORDESTE,ALAGOAS,estadual
2011-03-06,2011-03-12,2.738,0.115,2.279,2.999,NORDESTE,BAHIA,estadual
2011-03-06,2011-03-12,2.754,0.08,2.53,2.96,NORDESTE,CEARA,estadual
2011-03-06,2011-03-12,2.728,0.101,2.44,2.99,NORDESTE,MARANHAO,estadual
2011-03-06,2011-03-12,2.535,0.063,2.35,2.66,NORDESTE,PARAIBA,estadual
2011-03-06,2011-03-12,2.623,0.134,2.329,2.999,NORDESTE,PERNAMBUCO,estadual
2011-03-06,2011-03-12,2.661,0.042,2.55,2.79,NORDESTE,PIAUI,estadual
2011-03-06,2011-03-12,2.76,0.037,2.63,2.79,NORDESTE,RIO GRANDE DO NORTE,estadual
2011-03-06,2011-03-12,2.637,0.086,2.489,2.779,NORDESTE,SERGIPE,estadual
2011-03-06,2011-03-12,3.038,0.17,2.91,3.39,NORTE,ACRE,estadual
2011-03-06,2011-03-12,2.818,0.134,2.78,3.129,NORTE,AMAPA,estadual
2011-03-06,2011-03-12,2.704,0.124,2.55,3.06,NORTE,AMAZONAS,estadual
2011-03-06,2011-03-12,2.75,0.184,2.52,3.3,NORTE,PARA,estadual
2011-03-06,2011-03-12,2.859,0.062,2.74,2.999,NORTE,RONDONIA,estadual
2011-03-06,2011-03-12,2.838,0.052,2.8,3.1,NORTE,RORAIMA,estadual
2011-03-06,2011-03-12,2.8,0.064,2.64,2.91,NORTE,TOCANTINS,estadual
2011-03-06,2011-03-12,2.781,0.069,2.57,2.89,SUDESTE,ESPIRITO SANTO,estadual
2011-03-06,2011-03-12,2.641,0.105,2.36,2.899,SUDESTE,MINAS GERAIS,estadual
2011-03-06,2011-03-12,2.699,0.116,2.45,3.249,SUDESTE,RIO DE JANEIRO,estadual
2011-03-06,2011-03-12,2.538,0.09,2.199,2.899,SUDESTE,SAO PAULO,estadual
2011-03-06,2011-03-12,2.62,0.098,2.379,2.86,SUL,PARANA,estadual
2011-03-06,2011-03-12,2.636,0.094,2.45,2.9,SUL,RIO GRANDE DO SUL,estadual
2011-03-06,2011-03-12,2.626,0.074,2.367,2.799,SUL,SANTA CATARINA,estadual
2011-03-13,2011-03-19,2.941,0.003,2.94,2.95,CENTRO OESTE,DISTRITO FEDERAL,estadual
2011-03-13,2011-03-19,2.865,0.071,2.599,2.999,CENTRO OESTE,GOIAS,estadual
2011-03-13,2011-03-19,2.95,0.086,2.729,3.33,CENTRO OESTE,MATO GROSSO,estadual
2011-03-13,2011-03-19,2.728,0.121,2.55,2.999,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2011-03-13,2011-03-19,2.806,0.079,2.59,2.899,NORDESTE,ALAGOAS,estadual
2011-03-13,2011-03-19,2.775,0.087,2.469,2.999,NORDESTE,BAHIA,estadual
2011-03-13,2011-03-19,2.764,0.069,2.619,2.95,NORDESTE,CEARA,estadual
2011-03-13,2011-03-19,2.735,0.1,2.44,2.99,NORDESTE,MARANHAO,estadual
2011-03-13,2011-03-19,2.536,0.063,2.3,2.699,NORDESTE,PARAIBA,estadual
2011-03-13,2011-03-19,2.634,0.134,2.329,2.999,NORDESTE,PERNAMBUCO,estadual
2011-03-13,2011-03-19,2.652,0.044,2.55,2.79,NORDESTE,PIAUI,estadual
2011-03-13,2011-03-19,2.762,0.038,2.64,2.79,NORDESTE,RIO GRANDE DO NORTE,estadual
2011-03-13,2011-03-19,2.633,0.084,2.489,2.779,NORDESTE,SERGIPE,estadual
2011-03-13,2011-03-19,3.04,0.165,2.929,3.39,NORTE,ACRE,estadual
2011-03-13,2011-03-19,2.817,0.134,2.78,3.13,NORTE,AMAPA,estadual
2011-03-13,2011-03-19,2.714,0.119,2.55,3.06,NORTE,AMAZONAS,estadual
2011-03-13,2011-03-19,2.754,0.183,2.55,3.3,NORTE,PARA,estadual
2011-03-13,2011-03-19,2.883,0.056,2.79,2.999,NORTE,RONDONIA,estadual
2011-03-13,2011-03-19,2.839,0.055,2.8,3.1,NORTE,RORAIMA,estadual
2011-03-13,2011-03-19,2.821,0.074,2.65,2.97,NORTE,TOCANTINS,estadual
2011-03-13,2011-03-19,2.786,0.06,2.62,2.89,SUDESTE,ESPIRITO SANTO,estadual
2011-03-13,2011-03-19,2.663,0.101,2.35,2.989,SUDESTE,MINAS GERAIS,estadual
2011-03-13,2011-03-19,2.732,0.112,2.49,3.299,SUDESTE,RIO DE JANEIRO,estadual
2011-03-13,2011-03-19,2.554,0.096,2.229,2.999,SUDESTE,SAO PAULO,estadual
2011-03-13,2011-03-19,2.623,0.099,2.395,2.97,SUL,PARANA,estadual
2011-03-13,2011-03-19,2.643,0.095,2.449,2.89,SUL,RIO GRANDE DO SUL,estadual
2011-03-13,2011-03-19,2.626,0.082,2.389,2.819,SUL,SANTA CATARINA,estadual
2011-03-20,2011-03-26,2.937,0.015,2.87,2.95,CENTRO OESTE,DISTRITO FEDERAL,estadual
2011-03-20,2011-03-26,2.872,0.072,2.639,3.03,CENTRO OESTE,GOIAS,estadual
2011-03-20,2011-03-26,2.966,0.065,2.75,3.1,CENTRO OESTE,MATO GROSSO,estadual
2011-03-20,2011-03-26,2.755,0.12,2.579,2.999,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2011-03-20,2011-03-26,2.798,0.075,2.59,2.899,NORDESTE,ALAGOAS,estadual
2011-03-20,2011-03-26,2.777,0.08,2.49,2.999,NORDESTE,BAHIA,estadual
2011-03-20,2011-03-26,2.774,0.065,2.63,2.95,NORDESTE,CEARA,estadual
2011-03-20,2011-03-26,2.736,0.098,2.44,2.99,NORDESTE,MARANHAO,estadual
2011-03-20,2011-03-26,2.532,0.062,2.3,2.699,NORDESTE,PARAIBA,estadual
2011-03-20,2011-03-26,2.631,0.125,2.37,2.999,NORDESTE,PERNAMBUCO,estadual
2011-03-20,2011-03-26,2.648,0.045,2.55,2.79,NORDESTE,PIAUI,estadual
2011-03-20,2011-03-26,2.768,0.024,2.66,2.79,NORDESTE,RIO GRANDE DO NORTE,estadual
2011-03-20,2011-03-26,2.647,0.083,2.489,2.779,NORDESTE,SERGIPE,estadual
2011-03-20,2011-03-26,3.039,0.165,2.9,3.39,NORTE,ACRE,estadual
2011-03-20,2011-03-26,2.817,0.134,2.78,3.13,NORTE,AMAPA,estadual
2011-03-20,2011-03-26,2.717,0.121,2.55,3.06,NORTE,AMAZONAS,estadual
2011-03-20,2011-03-26,2.759,0.181,2.55,3.3,NORTE,PARA,estadual
2011-03-20,2011-03-26,2.897,0.069,2.82,3.31,NORTE,RONDONIA,estadual
2011-03-20,2011-03-26,2.839,0.055,2.8,3.1,NORTE,RORAIMA,estadual
2011-03-20,2011-03-26,2.821,0.074,2.65,2.97,NORTE,TOCANTINS,estadual
2011-03-20,2011-03-26,2.793,0.062,2.63,2.95,SUDESTE,ESPIRITO SANTO,estadual
2011-03-20,2011-03-26,2.682,0.105,2.299,2.989,SUDESTE,MINAS GERAIS,estadual
2011-03-20,2011-03-26,2.76,0.109,2.5,3.299,SUDESTE,RIO DE JANEIRO,estadual
2011-03-20,2011-03-26,2.584,0.097,2.019,2.999,SUDESTE,SAO PAULO,estadual
2011-03-20,2011-03-26,2.653,0.092,2.399,3.025,SUL,PARANA,estadual
2011-03-20,2011-03-26,2.652,0.098,2.449,2.89,SUL,RIO GRANDE DO SUL,estadual
2011-03-20,2011-03-26,2.655,0.089,2.389,2.899,SUL,SANTA CATARINA,estadual
2011-03-27,2011-04-02,2.878,0.015,2.86,2.9,CENTRO OESTE,DISTRITO FEDERAL,estadual
2011-03-27,2011-04-02,2.871,0.08,2.64,3.13,CENTRO OESTE,GOIAS,estadual
2011-03-27,2011-04-02,2.978,0.075,2.7,3.4,CENTRO OESTE,MATO GROSSO,estadual
2011-03-27,2011-04-02,2.781,0.148,2.579,3.099,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2011-03-27,2011-04-02,2.814,0.079,2.59,2.92,NORDESTE,ALAGOAS,estadual
2011-03-27,2011-04-02,2.786,0.094,2.45,2.999,NORDESTE,BAHIA,estadual
2011-03-27,2011-04-02,2.771,0.069,2.63,2.98,NORDESTE,CEARA,estadual
2011-03-27,2011-04-02,2.743,0.09,2.53,2.99,NORDESTE,MARANHAO,estadual
2011-03-27,2011-04-02,2.534,0.054,2.42,2.699,NORDESTE,PARAIBA,estadual
2011-03-27,2011-04-02,2.63,0.134,2.329,2.999,NORDESTE,PERNAMBUCO,estadual
2011-03-27,2011-04-02,2.662,0.055,2.55,2.79,NORDESTE,PIAUI,estadual
2011-03-27,2011-04-02,2.767,0.033,2.61,2.886,NORDESTE,RIO GRANDE DO NORTE,estadual
2011-03-27,2011-04-02,2.693,0.078,2.499,2.82,NORDESTE,SERGIPE,estadual
2011-03-27,2011-04-02,3.059,0.213,2.929,3.5,NORTE,ACRE,estadual
2011-03-27,2011-04-02,2.894,0.102,2.79,3.13,NORTE,AMAPA,estadual
2011-03-27,2011-04-02,2.732,0.123,2.55,3.06,NORTE,AMAZONAS,estadual
2011-03-27,2011-04-02,2.787,0.172,2.599,3.3,NORTE,PARA,estadual
2011-03-27,2011-04-02,2.934,0.076,2.84,3.12,NORTE,RONDONIA,estadual
2011-03-27,2011-04-02,3.048,0.1,2.8,3.1,NORTE,RORAIMA,estadual
2011-03-27,2011-04-02,2.839,0.05,2.75,2.97,NORTE,TOCANTINS,estadual
2011-03-27,2011-04-02,2.831,0.054,2.67,2.93,SUDESTE,ESPIRITO SANTO,estadual
2011-03-27,2011-04-02,2.732,0.11,2.428,2.999,SUDESTE,MINAS GERAIS,estadual
2011-03-27,2011-04-02,2.772,0.112,2.549,3.299,SUDESTE,RIO DE JANEIRO,estadual
2011-03-27,2011-04-02,2.633,0.094,2.329,3.099,SUDESTE,SAO PAULO,estadual
2011-03-27,2011-04-02,2.671,0.091,2.48,2.899,SUL,PARANA,estadual
2011-03-27,2011-04-02,2.691,0.105,2.45,2.989,SUL,RIO GRANDE DO SUL,estadual
2011-03-27,2011-04-02,2.669,0.088,2.468,2.899,SUL,SANTA CATARINA,estadual
2011-04-03,2011-04-09,2.878,0.015,2.86,2.9,CENTRO OESTE,DISTRITO FEDERAL,estadual
2011-04-03,2011-04-09,2.938,0.071,2.72,3.13,CENTRO OESTE,GOIAS,estadual
2011-04-03,2011-04-09,2.973,0.087,2.75,3.4,CENTRO OESTE,MATO GROSSO,estadual
2011-04-03,2011-04-09,2.849,0.159,2.64,3.299,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2011-04-03,2011-04-09,2.829,0.062,2.629,2.92,NORDESTE,ALAGOAS,estadual
2011-04-03,2011-04-09,2.824,0.096,2.49,2.999,NORDESTE,BAHIA,estadual
2011-04-03,2011-04-09,2.786,0.079,2.63,3.08,NORDESTE,CEARA,estadual
2011-04-03,2011-04-09,2.768,0.087,2.53,2.99,NORDESTE,MARANHAO,estadual
2011-04-03,2011-04-09,2.588,0.092,2.45,2.83,NORDESTE,PARAIBA,estadual
2011-04-03,2011-04-09,2.716,0.118,2.48,3.03,NORDESTE,PERNAMBUCO,estadual
2011-04-03,2011-04-09,2.782,0.09,2.63,2.96,NORDESTE,PIAUI,estadual
2011-04-03,2011-04-09,2.878,0.094,2.57,2.99,NORDESTE,RIO GRANDE DO NORTE,estadual
2011-04-03,2011-04-09,2.755,0.075,2.59,2.899,NORDESTE,SERGIPE,estadual
2011-04-03,2011-04-09,3.064,0.212,2.94,3.5,NORTE,ACRE,estadual
2011-04-03,2011-04-09,2.894,0.102,2.79,3.13,NORTE,AMAPA,estadual
2011-04-03,2011-04-09,2.845,0.116,2.63,3.19,NORTE,AMAZONAS,estadual
2011-04-03,2011-04-09,2.878,0.159,2.61,3.54,NORTE,PARA,estadual
2011-04-03,2011-04-09,2.946,0.106,2.796,3.5,NORTE,RONDONIA,estadual
2011-04-03,2011-04-09,3.061,0.051,2.9,3.12,NORTE,RORAIMA,estadual
2011-04-03,2011-04-09,2.883,0.055,2.75,2.97,NORTE,TOCANTINS,estadual
2011-04-03,2011-04-09,2.91,0.078,2.67,2.99,SUDESTE,ESPIRITO SANTO,estadual
2011-04-03,2011-04-09,2.807,0.118,2.477,3.15,SUDESTE,MINAS GERAIS,estadual
2011-04-03,2011-04-09,2.873,0.108,2.599,3.299,SUDESTE,RIO DE JANEIRO,estadual
2011-04-03,2011-04-09,2.673,0.091,2.349,2.999,SUDESTE,SAO PAULO,estadual
2011-04-03,2011-04-09,2.727,0.095,2.469,2.999,SUL,PARANA,estadual
2011-04-03,2011-04-09,2.856,0.081,2.59,3.08,SUL,RIO GRANDE DO SUL,estadual
2011-04-03,2011-04-09,2.804,0.078,2.509,3.03,SUL,SANTA CATARINA,estadual
2011-04-10,2011-04-16,2.91,0.027,2.83,2.94,CENTRO OESTE,DISTRITO FEDERAL,estadual
2011-04-10,2011-04-16,2.95,0.068,2.789,3.13,CENTRO OESTE,GOIAS,estadual
2011-04-10,2011-04-16,2.979,0.086,2.78,3.4,CENTRO OESTE,MATO GROSSO,estadual
2011-04-10,2011-04-16,2.877,0.151,2.689,3.299,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2011-04-10,2011-04-16,2.868,0.085,2.619,2.959,NORDESTE,ALAGOAS,estadual
2011-04-10,2011-04-16,2.839,0.09,2.499,2.999,NORDESTE,BAHIA,estadual
2011-04-10,2011-04-16,2.823,0.073,2.63,2.999,NORDESTE,CEARA,estadual
2011-04-10,2011-04-16,2.796,0.082,2.589,2.99,NORDESTE,MARANHAO,estadual
2011-04-10,2011-04-16,2.61,0.127,2.45,2.9,NORDESTE,PARAIBA,estadual
2011-04-10,2011-04-16,2.735,0.138,2.329,2.99,NORDESTE,PERNAMBUCO,estadual
2011-04-10,2011-04-16,2.814,0.067,2.63,2.98,NORDESTE,PIAUI,estadual
2011-04-10,2011-04-16,2.893,0.092,2.66,2.99,NORDESTE,RIO GRANDE DO NORTE,estadual
2011-04-10,2011-04-16,2.798,0.11,2.599,3.099,NORDESTE,SERGIPE,estadual
2011-04-10,2011-04-16,3.161,0.173,2.929,3.5,NORTE,ACRE,estadual
2011-04-10,2011-04-16,2.925,0.175,2.79,3.39,NORTE,AMAPA,estadual
2011-04-10,2011-04-16,2.838,0.168,2.65,3.3,NORTE,AMAZONAS,estadual
2011-04-10,2011-04-16,2.873,0.177,2.687,3.4,NORTE,PARA,estadual
2011-04-10,2011-04-16,2.93,0.077,2.84,3.12,NORTE,RONDONIA,estadual
2011-04-10,2011-04-16,3.064,0.084,2.82,3.25,NORTE,RORAIMA,estadual
2011-04-10,2011-04-16,2.892,0.063,2.75,2.97,NORTE,TOCANTINS,estadual
2011-04-10,2011-04-16,2.941,0.072,2.75,3.09,SUDESTE,ESPIRITO SANTO,estadual
2011-04-10,2011-04-16,2.84,0.119,2.49,3.199,SUDESTE,MINAS GERAIS,estadual
2011-04-10,2011-04-16,2.899,0.114,2.599,3.559,SUDESTE,RIO DE JANEIRO,estadual
2011-04-10,2011-04-16,2.697,0.093,2.379,3.099,SUDESTE,SAO PAULO,estadual
2011-04-10,2011-04-16,2.76,0.09,2.529,2.997,SUL,PARANA,estadual
2011-04-10,2011-04-16,2.894,0.065,2.649,3.19,SUL,RIO GRANDE DO SUL,estadual
2011-04-10,2011-04-16,2.837,0.078,2.559,3.03,SUL,SANTA CATARINA,estadual
2011-04-17,2011-04-23,2.912,0.025,2.87,2.94,CENTRO OESTE,DISTRITO FEDERAL,estadual
2011-04-17,2011-04-23,2.958,0.074,2.789,3.29,CENTRO OESTE,GOIAS,estadual
2011-04-17,2011-04-23,2.988,0.094,2.78,3.4,CENTRO OESTE,MATO GROSSO,estadual
2011-04-17,2011-04-23,2.892,0.158,2.69,3.374,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2011-04-17,2011-04-23,2.902,0.085,2.65,2.986,NORDESTE,ALAGOAS,estadual
2011-04-17,2011-04-23,2.844,0.094,2.499,3.18,NORDESTE,BAHIA,estadual
2011-04-17,2011-04-23,2.817,0.081,2.63,3.03,NORDESTE,CEARA,estadual
2011-04-17,2011-04-23,2.785,0.085,2.63,2.99,NORDESTE,MARANHAO,estadual
2011-04-17,2011-04-23,2.62,0.122,2.45,2.9,NORDESTE,PARAIBA,estadual
2011-04-17,2011-04-23,2.762,0.098,2.54,3.099,NORDESTE,PERNAMBUCO,estadual
2011-04-17,2011-04-23,2.759,0.069,2.62,2.98,NORDESTE,PIAUI,estadual
2011-04-17,2011-04-23,2.856,0.07,2.527,2.99,NORDESTE,RIO GRANDE DO NORTE,estadual
2011-04-17,2011-04-23,2.807,0.079,2.68,2.999,NORDESTE,SERGIPE,estadual
2011-04-17,2011-04-23,3.183,0.165,2.99,3.5,NORTE,ACRE,estadual
2011-04-17,2011-04-23,3.0,0.127,2.86,3.39,NORTE,AMAPA,estadual
2011-04-17,2011-04-23,2.871,0.146,2.65,3.3,NORTE,AMAZONAS,estadual
2011-04-17,2011-04-23,2.874,0.178,2.65,3.4,NORTE,PARA,estadual
2011-04-17,2011-04-23,2.985,0.083,2.9,3.39,NORTE,RONDONIA,estadual
2011-04-17,2011-04-23,3.064,0.071,2.82,3.25,NORTE,RORAIMA,estadual
2011-04-17,2011-04-23,2.975,0.094,2.76,3.08,NORTE,TOCANTINS,estadual
2011-04-17,2011-04-23,2.974,0.066,2.79,3.19,SUDESTE,ESPIRITO SANTO,estadual
2011-04-17,2011-04-23,2.888,0.106,2.619,3.209,SUDESTE,MINAS GERAIS,estadual
2011-04-17,2011-04-23,2.926,0.117,2.689,3.559,SUDESTE,RIO DE JANEIRO,estadual
2011-04-17,2011-04-23,2.734,0.093,2.37,3.099,SUDESTE,SAO PAULO,estadual
2011-04-17,2011-04-23,2.78,0.089,2.529,2.997,SUL,PARANA,estadual
2011-04-17,2011-04-23,2.895,0.061,2.649,3.15,SUL,RIO GRANDE DO SUL,estadual
2011-04-17,2011-04-23,2.825,0.096,2.569,3.079,SUL,SANTA CATARINA,estadual
2011-04-24,2011-04-30,2.934,0.005,2.93,2.94,CENTRO OESTE,DISTRITO FEDERAL,estadual
2011-04-24,2011-04-30,3.168,0.099,2.9,3.39,CENTRO OESTE,GOIAS,estadual
2011-04-24,2011-04-30,3.03,0.105,2.81,3.35,CENTRO OESTE,MATO GROSSO,estadual
2011-04-24,2011-04-30,2.942,0.151,2.739,3.374,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2011-04-24,2011-04-30,2.913,0.067,2.74,2.999,NORDESTE,ALAGOAS,estadual
2011-04-24,2011-04-30,2.873,0.107,2.479,3.139,NORDESTE,BAHIA,estadual
2011-04-24,2011-04-30,2.825,0.076,2.7,2.999,NORDESTE,CEARA,estadual
2011-04-24,2011-04-30,2.83,0.102,2.65,3.15,NORDESTE,MARANHAO,estadual
2011-04-24,2011-04-30,2.623,0.105,2.45,2.899,NORDESTE,PARAIBA,estadual
2011-04-24,2011-04-30,2.775,0.098,2.579,3.099,NORDESTE,PERNAMBUCO,estadual
2011-04-24,2011-04-30,2.705,0.05,2.55,2.79,NORDESTE,PIAUI,estadual
2011-04-24,2011-04-30,2.875,0.058,2.69,2.99,NORDESTE,RIO GRANDE DO NORTE,estadual
2011-04-24,2011-04-30,2.843,0.086,2.619,2.989,NORDESTE,SERGIPE,estadual
2011-04-24,2011-04-30,3.181,0.162,2.99,3.5,NORTE,ACRE,estadual
2011-04-24,2011-04-30,2.97,0.089,2.79,3.129,NORTE,AMAPA,estadual
2011-04-24,2011-04-30,2.892,0.126,2.67,3.2,NORTE,AMAZONAS,estadual
2011-04-24,2011-04-30,2.858,0.153,2.619,3.4,NORTE,PARA,estadual
2011-04-24,2011-04-30,3.018,0.079,2.9,3.16,NORTE,RONDONIA,estadual
2011-04-24,2011-04-30,3.049,0.086,2.82,3.1,NORTE,RORAIMA,estadual
2011-04-24,2011-04-30,3.122,0.08,2.98,3.39,NORTE,TOCANTINS,estadual
2011-04-24,2011-04-30,3.051,0.107,2.69,3.2,SUDESTE,ESPIRITO SANTO,estadual
2011-04-24,2011-04-30,2.928,0.139,2.569,3.329,SUDESTE,MINAS GERAIS,estadual
2011-04-24,2011-04-30,2.991,0.106,2.719,3.499,SUDESTE,RIO DE JANEIRO,estadual
2011-04-24,2011-04-30,2.807,0.095,2.35,3.11,SUDESTE,SAO PAULO,estadual
2011-04-24,2011-04-30,2.809,0.105,2.559,3.14,SUL,PARANA,estadual
2011-04-24,2011-04-30,2.911,0.071,2.6,3.109,SUL,RIO GRANDE DO SUL,estadual
2011-04-24,2011-04-30,2.821,0.123,2.559,3.079,SUL,SANTA CATARINA,estadual
2011-05-01,2011-05-07,2.916,0.024,2.89,2.94,CENTRO OESTE,DISTRITO FEDERAL,estadual
2011-05-01,2011-05-07,3.155,0.103,2.9,3.39,CENTRO OESTE,GOIAS,estadual
2011-05-01,2011-05-07,3.029,0.111,2.81,3.4,CENTRO OESTE,MATO GROSSO,estadual
2011-05-01,2011-05-07,2.958,0.146,2.799,3.374,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2011-05-01,2011-05-07,2.964,0.108,2.74,3.189,NORDESTE,ALAGOAS,estadual
2011-05-01,2011-05-07,2.885,0.106,2.579,3.18,NORDESTE,BAHIA,estadual
2011-05-01,2011-05-07,2.818,0.085,2.599,3.05,NORDESTE,CEARA,estadual
2011-05-01,2011-05-07,2.82,0.113,2.65,3.19,NORDESTE,MARANHAO,estadual
2011-05-01,2011-05-07,2.633,0.106,2.45,2.899,NORDESTE,PARAIBA,estadual
2011-05-01,2011-05-07,2.77,0.103,2.579,3.099,NORDESTE,PERNAMBUCO,estadual
2011-05-01,2011-05-07,2.758,0.089,2.62,2.99,NORDESTE,PIAUI,estadual
2011-05-01,2011-05-07,2.852,0.049,2.69,2.99,NORDESTE,RIO GRANDE DO NORTE,estadual
2011-05-01,2011-05-07,2.859,0.069,2.709,2.989,NORDESTE,SERGIPE,estadual
2011-05-01,2011-05-07,3.188,0.185,2.99,3.56,NORTE,ACRE,estadual
2011-05-01,2011-05-07,2.963,0.093,2.79,3.18,NORTE,AMAPA,estadual
2011-05-01,2011-05-07,2.926,0.119,2.7,3.2,NORTE,AMAZONAS,estadual
2011-05-01,2011-05-07,2.921,0.151,2.619,3.38,NORTE,PARA,estadual
2011-05-01,2011-05-07,3.111,0.087,2.9,3.39,NORTE,RONDONIA,estadual
2011-05-01,2011-05-07,3.051,0.084,2.82,3.1,NORTE,RORAIMA,estadual
2011-05-01,2011-05-07,3.119,0.065,2.85,3.29,NORTE,TOCANTINS,estadual
2011-05-01,2011-05-07,3.067,0.076,2.79,3.29,SUDESTE,ESPIRITO SANTO,estadual
2011-05-01,2011-05-07,2.964,0.118,2.569,3.309,SUDESTE,MINAS GERAIS,estadual
2011-05-01,2011-05-07,3.017,0.105,2.76,3.499,SUDESTE,RIO DE JANEIRO,estadual
2011-05-01,2011-05-07,2.826,0.085,2.479,3.11,SUDESTE,SAO PAULO,estadual
2011-05-01,2011-05-07,2.838,0.099,2.499,3.14,SUL,PARANA,estadual
2011-05-01,2011-05-07,2.936,0.073,2.59,3.129,SUL,RIO GRANDE DO SUL,estadual
2011-05-01,2011-05-07,2.92,0.12,2.559,3.159,SUL,SANTA CATARINA,estadual
2011-05-08,2011-05-14,2.86,0.05,2.79,2.94,CENTRO OESTE,DISTRITO FEDERAL,estadual
2011-05-08,2011-05-14,3.089,0.11,2.89,3.38,CENTRO OESTE,GOIAS,estadual
2011-05-08,2011-05-14,3.008,0.123,2.89,3.47,CENTRO OESTE,MATO GROSSO,estadual
2011-05-08,2011-05-14,2.948,0.157,2.78,3.374,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2011-05-08,2011-05-14,2.998,0.103,2.74,3.189,NORDESTE,ALAGOAS,estadual
2011-05-08,2011-05-14,2.887,0.094,2.59,3.19,NORDESTE,BAHIA,estadual
2011-05-08,2011-05-14,2.863,0.068,2.699,2.999,NORDESTE,CEARA,estadual
2011-05-08,2011-05-14,2.826,0.118,2.519,3.15,NORDESTE,MARANHAO,estadual
2011-05-08,2011-05-14,2.654,0.097,2.45,2.899,NORDESTE,PARAIBA,estadual
2011-05-08,2011-05-14,2.768,0.104,2.59,3.1,NORDESTE,PERNAMBUCO,estadual
2011-05-08,2011-05-14,2.76,0.095,2.62,2.98,NORDESTE,PIAUI,estadual
2011-05-08,2011-05-14,2.834,0.041,2.73,2.9,NORDESTE,RIO GRANDE DO NORTE,estadual
2011-05-08,2011-05-14,2.874,0.083,2.709,2.999,NORDESTE,SERGIPE,estadual
2011-05-08,2011-05-14,3.243,0.146,2.99,3.5,NORTE,ACRE,estadual
2011-05-08,2011-05-14,2.964,0.03,2.88,3.02,NORTE,AMAPA,estadual
2011-05-08,2011-05-14,2.896,0.126,2.78,3.2,NORTE,AMAZONAS,estadual
2011-05-08,2011-05-14,2.936,0.119,2.749,3.3,NORTE,PARA,estadual
2011-05-08,2011-05-14,3.132,0.082,2.94,3.21,NORTE,RONDONIA,estadual
2011-05-08,2011-05-14,3.06,0.037,3.0,3.18,NORTE,RORAIMA,estadual
2011-05-08,2011-05-14,3.115,0.07,2.9,3.159,NORTE,TOCANTINS,estadual
2011-05-08,2011-05-14,3.089,0.11,2.69,3.25,SUDESTE,ESPIRITO SANTO,estadual
2011-05-08,2011-05-14,2.95,0.147,2.49,3.3,SUDESTE,MINAS GERAIS,estadual
2011-05-08,2011-05-14,3.024,0.106,2.699,3.499,SUDESTE,RIO DE JANEIRO,estadual
2011-05-08,2011-05-14,2.806,0.09,2.399,3.11,SUDESTE,SAO PAULO,estadual
2011-05-08,2011-05-14,2.815,0.096,2.559,3.049,SUL,PARANA,estadual
2011-05-08,2011-05-14,2.902,0.087,2.379,3.169,SUL,RIO GRANDE DO SUL,estadual
2011-05-08,2011-05-14,2.823,0.139,2.559,3.149,SUL,SANTA CATARINA,estadual
2011-05-15,2011-05-21,2.788,0.006,2.75,2.799,CENTRO OESTE,DISTRITO FEDERAL,estadual
2011-05-15,2011-05-21,3.016,0.114,2.78,3.38,CENTRO OESTE,GOIAS,estadual
2011-05-15,2011-05-21,2.909,0.138,2.68,3.27,CENTRO OESTE,MATO GROSSO,estadual
2011-05-15,2011-05-21,2.847,0.122,2.72,3.3,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2011-05-15,2011-05-21,2.963,0.08,2.74,3.189,NORDESTE,ALAGOAS,estadual
2011-05-15,2011-05-21,2.765,0.14,2.579,3.19,NORDESTE,BAHIA,estadual
2011-05-15,2011-05-21,2.816,0.086,2.68,3.09,NORDESTE,CEARA,estadual
2011-05-15,2011-05-21,2.782,0.143,2.499,3.19,NORDESTE,MARANHAO,estadual
2011-05-15,2011-05-21,2.649,0.102,2.45,2.959,NORDESTE,PARAIBA,estadual
2011-05-15,2011-05-21,2.764,0.101,2.579,3.1,NORDESTE,PERNAMBUCO,estadual
2011-05-15,2011-05-21,2.725,0.103,2.63,2.95,NORDESTE,PIAUI,estadual
2011-05-15,2011-05-21,2.756,0.087,2.64,2.98,NORDESTE,RIO GRANDE DO NORTE,estadual
2011-05-15,2011-05-21,2.868,0.081,2.729,2.999,NORDESTE,SERGIPE,estadual
