data_inicial,data_final,preco_medio_revenda,desvio_padrao_revenda,preco_minimo_revenda,preco_maximo_revenda,regiao,estado,abrangencia
2005-11-13,2005-11-19,2.801,0.179,2.73,3.3,NORTE,ACRE,estadual
2005-11-13,2005-11-19,2.567,0.118,2.49,3.1,NORTE,AMAPA,estadual
2005-11-13,2005-11-19,2.762,0.079,2.45,3.03,NORTE,AMAZONAS,estadual
2005-11-13,2005-11-19,2.634,0.172,2.36,3.1,NORTE,PARA,estadual
2005-11-13,2005-11-19,2.773,0.124,2.65,3.19,NORTE,RONDONIA,estadual
2005-11-13,2005-11-19,2.86,0.042,2.7,2.89,NORTE,RORAIMA,estadual
2005-11-13,2005-11-19,2.655,0.049,2.539,2.76,NORTE,TOCANTINS,estadual
2005-11-13,2005-11-19,2.526,0.05,2.33,2.695,SUDESTE,ESPIRITO SANTO,estadual
2005-11-13,2005-11-19,2.391,0.126,2.15,2.69,SUDESTE,MINAS GERAIS,estadual
2005-11-13,2005-11-19,2.478,0.126,2.179,2.96,SUDESTE,RIO DE JANEIRO,estadual
2005-11-13,2005-11-19,2.355,0.097,2.069,2.699,SUDESTE,SAO PAULO,estadual
2005-11-13,2005-11-19,2.457,0.054,2.24,2.63,SUL,PARANA,estadual
2005-11-13,2005-11-19,2.724,0.102,2.57,2.999,SUL,RIO GRANDE DO SUL,estadual
2005-11-13,2005-11-19,2.553,0.065,2.28,2.69,SUL,SANTA CATARINA,estadual
2005-11-20,2005-11-26,2.423,0.085,2.219,2.57,CENTRO OESTE,DISTRITO FEDERAL,estadual
2005-11-20,2005-11-26,2.506,0.071,2.27,2.699,CENTRO OESTE,GOIAS,estadual
2005-11-20,2005-11-26,2.874,0.073,2.64,3.13,CENTRO OESTE,MATO GROSSO,estadual
2005-11-20,2005-11-26,2.697,0.054,2.57,2.879,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2005-11-20,2005-11-26,2.727,0.064,2.509,2.78,NORDESTE,ALAGOAS,estadual
2005-11-20,2005-11-26,2.488,0.129,2.28,2.835,NORDESTE,BAHIA,estadual
2005-11-20,2005-11-26,2.566,0.092,2.36,2.89,NORDESTE,CEARA,estadual
2005-11-20,2005-11-26,2.548,0.075,2.34,2.82,NORDESTE,MARANHAO,estadual
2005-11-20,2005-11-26,2.517,0.056,2.18,2.63,NORDESTE,PARAIBA,estadual
2005-11-20,2005-11-26,2.562,0.076,2.29,2.76,NORDESTE,PERNAMBUCO,estadual
2005-11-20,2005-11-26,2.432,0.138,2.33,2.74,NORDESTE,PIAUI,estadual
2005-11-20,2005-11-26,2.514,0.046,2.35,2.589,NORDESTE,RIO GRANDE DO NORTE,estadual
2005-11-20,2005-11-26,2.447,0.052,2.35,2.62,NORDESTE,SERGIPE,estadual
2005-11-20,2005-11-26,2.805,0.178,2.73,3.3,NORTE,ACRE,estadual
2005-11-20,2005-11-26,2.569,0.116,2.49,3.1,NORTE,AMAPA,estadual
2005-11-20,2005-11-26,2.753,0.083,2.45,3.05,NORTE,AMAZONAS,estadual
2005-11-20,2005-11-26,2.631,0.176,2.36,3.1,NORTE,PARA,estadual
2005-11-20,2005-11-26,2.754,0.135,2.52,3.19,NORTE,RONDONIA,estadual
2005-11-20,2005-11-26,2.824,0.097,2.55,2.95,NORTE,RORAIMA,estadual
2005-11-20,2005-11-26,2.657,0.048,2.53,2.76,NORTE,TOCANTINS,estadual
2005-11-20,2005-11-26,2.525,0.051,2.333,2.695,SUDESTE,ESPIRITO SANTO,estadual
2005-11-20,2005-11-26,2.387,0.127,2.15,2.69,SUDESTE,MINAS GERAIS,estadual
2005-11-20,2005-11-26,2.486,0.122,2.229,2.96,SUDESTE,RIO DE JANEIRO,estadual
2005-11-20,2005-11-26,2.354,0.094,2.079,2.681,SUDESTE,SAO PAULO,estadual
2005-11-20,2005-11-26,2.452,0.062,2.25,2.64,SUL,PARANA,estadual
2005-11-20,2005-11-26,2.71,0.111,2.52,2.99,SUL,RIO GRANDE DO SUL,estadual
2005-11-20,2005-11-26,2.554,0.063,2.36,2.69,SUL,SANTA CATARINA,estadual
2005-11-27,2005-12-03,2.538,0.029,2.389,2.559,CENTRO OESTE,DISTRITO FEDERAL,estadual
2005-11-27,2005-12-03,2.485,0.076,2.25,2.699,CENTRO OESTE,GOIAS,estadual
2005-11-27,2005-12-03,2.885,0.078,2.67,3.13,CENTRO OESTE,MATO GROSSO,estadual
2005-11-27,2005-12-03,2.701,0.065,2.55,3.15,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2005-11-27,2005-12-03,2.72,0.061,2.509,2.78,NORDESTE,ALAGOAS,estadual
2005-11-27,2005-12-03,2.489,0.127,2.28,2.835,NORDESTE,BAHIA,estadual
2005-11-27,2005-12-03,2.559,0.095,2.36,2.89,NORDESTE,CEARA,estadual
2005-11-27,2005-12-03,2.523,0.099,2.32,2.85,NORDESTE,MARANHAO,estadual
2005-11-27,2005-12-03,2.516,0.058,2.18,2.63,NORDESTE,PARAIBA,estadual
2005-11-27,2005-12-03,2.548,0.09,2.29,2.88,NORDESTE,PERNAMBUCO,estadual
2005-11-27,2005-12-03,2.43,0.14,2.3,2.74,NORDESTE,PIAUI,estadual
2005-11-27,2005-12-03,2.512,0.05,2.34,2.589,NORDESTE,RIO GRANDE DO NORTE,estadual
2005-11-27,2005-12-03,2.452,0.049,2.379,2.62,NORDESTE,SERGIPE,estadual
2005-11-27,2005-12-03,2.802,0.18,2.73,3.3,NORTE,ACRE,estadual
2005-11-27,2005-12-03,2.568,0.125,2.51,3.1,NORTE,AMAPA,estadual
2005-11-27,2005-12-03,2.717,0.083,2.45,3.05,NORTE,AMAZONAS,estadual
2005-11-27,2005-12-03,2.626,0.182,2.36,3.1,NORTE,PARA,estadual
2005-11-27,2005-12-03,2.743,0.132,2.52,3.19,NORTE,RONDONIA,estadual
2005-11-27,2005-12-03,2.861,0.043,2.7,2.95,NORTE,RORAIMA,estadual
2005-11-27,2005-12-03,2.655,0.045,2.539,2.76,NORTE,TOCANTINS,estadual
2005-11-27,2005-12-03,2.51,0.059,2.228,2.695,SUDESTE,ESPIRITO SANTO,estadual
2005-11-27,2005-12-03,2.381,0.131,2.139,2.72,SUDESTE,MINAS GERAIS,estadual
2005-11-27,2005-12-03,2.477,0.124,2.219,2.96,SUDESTE,RIO DE JANEIRO,estadual
2005-11-27,2005-12-03,2.358,0.095,2.069,2.699,SUDESTE,SAO PAULO,estadual
2005-11-27,2005-12-03,2.431,0.065,2.259,2.69,SUL,PARANA,estadual
2005-11-27,2005-12-03,2.698,0.122,2.45,2.99,SUL,RIO GRANDE DO SUL,estadual
2005-11-27,2005-12-03,2.551,0.066,2.35,2.827,SUL,SANTA CATARINA,estadual
2005-12-04,2005-12-10,2.539,0.023,2.409,2.559,CENTRO OESTE,DISTRITO FEDERAL,estadual
2005-12-04,2005-12-10,2.5,0.076,2.25,2.699,CENTRO OESTE,GOIAS,estadual
2005-12-04,2005-12-10,2.884,0.079,2.7,3.16,CENTRO OESTE,MATO GROSSO,estadual
2005-12-04,2005-12-10,2.704,0.063,2.529,3.15,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2005-12-04,2005-12-10,2.726,0.065,2.509,2.78,NORDESTE,ALAGOAS,estadual
2005-12-04,2005-12-10,2.484,0.13,2.28,2.889,NORDESTE,BAHIA,estadual
2005-12-04,2005-12-10,2.548,0.091,2.36,2.85,NORDESTE,CEARA,estadual
2005-12-04,2005-12-10,2.487,0.117,2.32,2.82,NORDESTE,MARANHAO,estadual
2005-12-04,2005-12-10,2.514,0.056,2.18,2.63,NORDESTE,PARAIBA,estadual
2005-12-04,2005-12-10,2.536,0.086,2.29,2.76,NORDESTE,PERNAMBUCO,estadual
2005-12-04,2005-12-10,2.423,0.141,2.29,2.74,NORDESTE,PIAUI,estadual
2005-12-04,2005-12-10,2.508,0.05,2.34,2.59,NORDESTE,RIO GRANDE DO NORTE,estadual
2005-12-04,2005-12-10,2.452,0.05,2.379,2.62,NORDESTE,SERGIPE,estadual
2005-12-04,2005-12-10,2.799,0.181,2.72,3.3,NORTE,ACRE,estadual
2005-12-04,2005-12-10,2.569,0.121,2.51,3.1,NORTE,AMAPA,estadual
2005-12-04,2005-12-10,2.738,0.083,2.45,3.05,NORTE,AMAZONAS,estadual
2005-12-04,2005-12-10,2.616,0.181,2.36,3.1,NORTE,PARA,estadual
2005-12-04,2005-12-10,2.712,0.155,2.45,3.19,NORTE,RONDONIA,estadual
2005-12-04,2005-12-10,2.866,0.041,2.7,2.89,NORTE,RORAIMA,estadual
2005-12-04,2005-12-10,2.663,0.045,2.539,2.78,NORTE,TOCANTINS,estadual
2005-12-04,2005-12-10,2.491,0.057,2.36,2.68,SUDESTE,ESPIRITO SANTO,estadual
2005-12-04,2005-12-10,2.391,0.132,2.139,2.73,SUDESTE,MINAS GERAIS,estadual
2005-12-04,2005-12-10,2.495,0.12,2.219,2.96,SUDESTE,RIO DE JANEIRO,estadual
2005-12-04,2005-12-10,2.356,0.095,2.06,2.669,SUDESTE,SAO PAULO,estadual
2005-12-04,2005-12-10,2.439,0.065,2.259,2.7,SUL,PARANA,estadual
2005-12-04,2005-12-10,2.698,0.124,2.48,2.99,SUL,RIO GRANDE DO SUL,estadual
2005-12-04,2005-12-10,2.553,0.063,2.359,2.827,SUL,SANTA CATARINA,estadual
2005-12-11,2005-12-17,2.54,0.022,2.419,2.59,CENTRO OESTE,DISTRITO FEDERAL,estadual
2005-12-11,2005-12-17,2.509,0.065,2.29,2.69,CENTRO OESTE,GOIAS,estadual
2005-12-11,2005-12-17,2.88,0.098,2.63,3.19,CENTRO OESTE,MATO GROSSO,estadual
2005-12-11,2005-12-17,2.712,0.062,2.57,3.15,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2005-12-11,2005-12-17,2.719,0.063,2.509,2.78,NORDESTE,ALAGOAS,estadual
2005-12-11,2005-12-17,2.484,0.129,2.28,2.835,NORDESTE,BAHIA,estadual
2005-12-11,2005-12-17,2.545,0.083,2.36,2.85,NORDESTE,CEARA,estadual
2005-12-11,2005-12-17,2.549,0.078,2.399,2.82,NORDESTE,MARANHAO,estadual
2005-12-11,2005-12-17,2.511,0.061,2.18,2.63,NORDESTE,PARAIBA,estadual
2005-12-11,2005-12-17,2.544,0.088,2.29,2.76,NORDESTE,PERNAMBUCO,estadual
2005-12-11,2005-12-17,2.426,0.138,2.31,2.74,NORDESTE,PIAUI,estadual
2005-12-11,2005-12-17,2.506,0.049,2.34,2.589,NORDESTE,RIO GRANDE DO NORTE,estadual
2005-12-11,2005-12-17,2.452,0.049,2.379,2.62,NORDESTE,SERGIPE,estadual
2005-12-11,2005-12-17,2.794,0.19,2.7,3.3,NORTE,ACRE,estadual
2005-12-11,2005-12-17,2.568,0.119,2.51,3.1,NORTE,AMAPA,estadual
2005-12-11,2005-12-17,2.726,0.083,2.45,3.05,NORTE,AMAZONAS,estadual
2005-12-11,2005-12-17,2.614,0.181,2.36,3.1,NORTE,PARA,estadual
2005-12-11,2005-12-17,2.721,0.158,2.45,3.19,NORTE,RONDONIA,estadual
2005-12-11,2005-12-17,2.865,0.035,2.7,2.89,NORTE,RORAIMA,estadual
2005-12-11,2005-12-17,2.663,0.043,2.539,2.78,NORTE,TOCANTINS,estadual
2005-12-11,2005-12-17,2.493,0.068,2.36,2.69,SUDESTE,ESPIRITO SANTO,estadual
2005-12-11,2005-12-17,2.395,0.13,2.139,2.69,SUDESTE,MINAS GERAIS,estadual
2005-12-11,2005-12-17,2.497,0.12,2.219,2.96,SUDESTE,RIO DE JANEIRO,estadual
2005-12-11,2005-12-17,2.365,0.094,2.089,2.71,SUDESTE,SAO PAULO,estadual
2005-12-11,2005-12-17,2.454,0.068,2.259,2.69,SUL,PARANA,estadual
2005-12-11,2005-12-17,2.738,0.095,2.54,2.99,SUL,RIO GRANDE DO SUL,estadual
2005-12-11,2005-12-17,2.555,0.059,2.379,2.699,SUL,SANTA CATARINA,estadual
2005-12-18,2005-12-24,2.558,0.032,2.449,2.599,CENTRO OESTE,DISTRITO FEDERAL,estadual
2005-12-18,2005-12-24,2.508,0.076,2.36,2.69,CENTRO OESTE,GOIAS,estadual
2005-12-18,2005-12-24,2.887,0.077,2.67,3.16,CENTRO OESTE,MATO GROSSO,estadual
2005-12-18,2005-12-24,2.741,0.072,2.6,3.15,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2005-12-18,2005-12-24,2.725,0.064,2.509,2.78,NORDESTE,ALAGOAS,estadual
2005-12-18,2005-12-24,2.488,0.129,2.28,2.835,NORDESTE,BAHIA,estadual
2005-12-18,2005-12-24,2.542,0.084,2.36,2.85,NORDESTE,CEARA,estadual
2005-12-18,2005-12-24,2.556,0.08,2.409,2.82,NORDESTE,MARANHAO,estadual
2005-12-18,2005-12-24,2.514,0.063,2.18,2.63,NORDESTE,PARAIBA,estadual
2005-12-18,2005-12-24,2.516,0.098,2.27,2.76,NORDESTE,PERNAMBUCO,estadual
2005-12-18,2005-12-24,2.425,0.139,2.31,2.74,NORDESTE,PIAUI,estadual
2005-12-18,2005-12-24,2.499,0.047,2.34,2.58,NORDESTE,RIO GRANDE DO NORTE,estadual
2005-12-18,2005-12-24,2.446,0.049,2.35,2.58,NORDESTE,SERGIPE,estadual
2005-12-18,2005-12-24,2.793,0.187,2.7,3.3,NORTE,ACRE,estadual
2005-12-18,2005-12-24,2.567,0.116,2.51,3.1,NORTE,AMAPA,estadual
2005-12-18,2005-12-24,2.718,0.083,2.45,3.05,NORTE,AMAZONAS,estadual
2005-12-18,2005-12-24,2.614,0.185,2.36,3.1,NORTE,PARA,estadual
2005-12-18,2005-12-24,2.728,0.155,2.45,3.19,NORTE,RONDONIA,estadual
2005-12-18,2005-12-24,2.865,0.036,2.7,2.89,NORTE,RORAIMA,estadual
2005-12-18,2005-12-24,2.66,0.044,2.539,2.78,NORTE,TOCANTINS,estadual
2005-12-18,2005-12-24,2.491,0.071,2.36,2.69,SUDESTE,ESPIRITO SANTO,estadual
2005-12-18,2005-12-24,2.398,0.127,2.14,2.74,SUDESTE,MINAS GERAIS,estadual
2005-12-18,2005-12-24,2.515,0.115,2.219,2.96,SUDESTE,RIO DE JANEIRO,estadual
2005-12-18,2005-12-24,2.368,0.094,2.04,2.71,SUDESTE,SAO PAULO,estadual
2005-12-18,2005-12-24,2.423,0.089,2.19,2.81,SUL,PARANA,estadual
2005-12-18,2005-12-24,2.739,0.102,2.568,2.99,SUL,RIO GRANDE DO SUL,estadual
2005-12-18,2005-12-24,2.556,0.061,2.379,2.699,SUL,SANTA CATARINA,estadual
2005-12-25,2005-12-31,2.575,0.03,2.449,2.599,CENTRO OESTE,DISTRITO FEDERAL,estadual
2005-12-25,2005-12-31,2.537,0.07,2.36,2.69,CENTRO OESTE,GOIAS,estadual
2005-12-25,2005-12-31,2.888,0.078,2.67,3.19,CENTRO OESTE,MATO GROSSO,estadual
2005-12-25,2005-12-31,2.706,0.07,2.56,2.928,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2005-12-25,2005-12-31,2.718,0.063,2.509,2.78,NORDESTE,ALAGOAS,estadual
2005-12-25,2005-12-31,2.482,0.128,2.28,2.83,NORDESTE,BAHIA,estadual
2005-12-25,2005-12-31,2.527,0.091,2.36,2.85,NORDESTE,CEARA,estadual
2005-12-25,2005-12-31,2.596,0.079,2.35,2.87,NORDESTE,MARANHAO,estadual
2005-12-25,2005-12-31,2.513,0.06,2.18,2.63,NORDESTE,PARAIBA,estadual
2005-12-25,2005-12-31,2.51,0.098,2.29,2.76,NORDESTE,PERNAMBUCO,estadual
2005-12-25,2005-12-31,2.424,0.137,2.33,2.74,NORDESTE,PIAUI,estadual
2005-12-25,2005-12-31,2.494,0.05,2.34,2.58,NORDESTE,RIO GRANDE DO NORTE,estadual
2005-12-25,2005-12-31,2.45,0.051,2.35,2.62,NORDESTE,SERGIPE,estadual
2005-12-25,2005-12-31,2.794,0.185,2.7,3.3,NORTE,ACRE,estadual
2005-12-25,2005-12-31,2.567,0.131,2.51,3.1,NORTE,AMAPA,estadual
2005-12-25,2005-12-31,2.687,0.091,2.42,3.05,NORTE,AMAZONAS,estadual
2005-12-25,2005-12-31,2.617,0.186,2.37,3.07,NORTE,PARA,estadual
2005-12-25,2005-12-31,2.729,0.157,2.29,3.19,NORTE,RONDONIA,estadual
2005-12-25,2005-12-31,2.869,0.04,2.7,2.95,NORTE,RORAIMA,estadual
2005-12-25,2005-12-31,2.661,0.044,2.539,2.78,NORTE,TOCANTINS,estadual
2005-12-25,2005-12-31,2.485,0.076,2.34,2.69,SUDESTE,ESPIRITO SANTO,estadual
2005-12-25,2005-12-31,2.401,0.123,2.14,2.74,SUDESTE,MINAS GERAIS,estadual
2005-12-25,2005-12-31,2.508,0.116,2.219,2.96,SUDESTE,RIO DE JANEIRO,estadual
2005-12-25,2005-12-31,2.372,0.096,2.089,2.71,SUDESTE,SAO PAULO,estadual
2005-12-25,2005-12-31,2.403,0.103,2.179,2.75,SUL,PARANA,estadual
2005-12-25,2005-12-31,2.734,0.108,2.559,2.992,SUL,RIO GRANDE DO SUL,estadual
2005-12-25,2005-12-31,2.557,0.061,2.379,2.699,SUL,SANTA CATARINA,estadual
2006-01-01,2006-01-07,2.58,0.023,2.459,2.599,CENTRO OESTE,DISTRITO FEDERAL,estadual
2006-01-01,2006-01-07,2.54,0.065,2.36,2.699,CENTRO OESTE,GOIAS,estadual
2006-01-01,2006-01-07,2.887,0.074,2.67,3.19,CENTRO OESTE,MATO GROSSO,estadual
2006-01-01,2006-01-07,2.708,0.077,2.55,3.15,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2006-01-01,2006-01-07,2.722,0.056,2.509,2.78,NORDESTE,ALAGOAS,estadual
2006-01-01,2006-01-07,2.509,0.129,2.28,2.835,NORDESTE,BAHIA,estadual
2006-01-01,2006-01-07,2.527,0.092,2.36,2.85,NORDESTE,CEARA,estadual
2006-01-01,2006-01-07,2.596,0.082,2.35,2.87,NORDESTE,MARANHAO,estadual
2006-01-01,2006-01-07,2.508,0.08,2.14,2.64,NORDESTE,PARAIBA,estadual
2006-01-01,2006-01-07,2.443,0.121,2.28,2.76,NORDESTE,PERNAMBUCO,estadual
2006-01-01,2006-01-07,2.424,0.14,2.33,2.74,NORDESTE,PIAUI,estadual
2006-01-01,2006-01-07,2.497,0.045,2.38,2.58,NORDESTE,RIO GRANDE DO NORTE,estadual
2006-01-01,2006-01-07,2.497,0.052,2.35,2.62,NORDESTE,SERGIPE,estadual
2006-01-01,2006-01-07,2.873,0.144,2.77,3.3,NORTE,ACRE,estadual
2006-01-01,2006-01-07,2.569,0.104,2.51,3.0,NORTE,AMAPA,estadual
2006-01-01,2006-01-07,2.622,0.111,2.45,3.05,NORTE,AMAZONAS,estadual
2006-01-01,2006-01-07,2.628,0.179,2.36,3.15,NORTE,PARA,estadual
2006-01-01,2006-01-07,2.722,0.155,2.49,3.19,NORTE,RONDONIA,estadual
2006-01-01,2006-01-07,2.866,0.029,2.75,2.89,NORTE,RORAIMA,estadual
2006-01-01,2006-01-07,2.669,0.053,2.55,2.85,NORTE,TOCANTINS,estadual
2006-01-01,2006-01-07,2.576,0.105,2.33,2.81,SUDESTE,ESPIRITO SANTO,estadual
2006-01-01,2006-01-07,2.417,0.127,2.14,2.79,SUDESTE,MINAS GERAIS,estadual
2006-01-01,2006-01-07,2.533,0.12,2.249,2.96,SUDESTE,RIO DE JANEIRO,estadual
2006-01-01,2006-01-07,2.383,0.098,2.089,2.689,SUDESTE,SAO PAULO,estadual
2006-01-01,2006-01-07,2.441,0.09,2.24,2.75,SUL,PARANA,estadual
2006-01-01,2006-01-07,2.718,0.113,2.49,2.992,SUL,RIO GRANDE DO SUL,estadual
2006-01-01,2006-01-07,2.559,0.063,2.33,2.73,SUL,SANTA CATARINA,estadual
2006-01-08,2006-01-14,2.624,0.029,2.509,2.669,CENTRO OESTE,DISTRITO FEDERAL,estadual
2006-01-08,2006-01-14,2.534,0.079,2.299,2.74,CENTRO OESTE,GOIAS,estadual
2006-01-08,2006-01-14,2.885,0.068,2.67,3.16,CENTRO OESTE,MATO GROSSO,estadual
2006-01-08,2006-01-14,2.715,0.068,2.55,2.858,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2006-01-08,2006-01-14,2.725,0.054,2.509,2.79,NORDESTE,ALAGOAS,estadual
2006-01-08,2006-01-14,2.58,0.106,2.35,2.9,NORDESTE,BAHIA,estadual
2006-01-08,2006-01-14,2.526,0.103,2.36,2.886,NORDESTE,CEARA,estadual
2006-01-08,2006-01-14,2.628,0.071,2.45,2.98,NORDESTE,MARANHAO,estadual
2006-01-08,2006-01-14,2.568,0.088,2.29,2.689,NORDESTE,PARAIBA,estadual
2006-01-08,2006-01-14,2.503,0.121,2.26,2.84,NORDESTE,PERNAMBUCO,estadual
2006-01-08,2006-01-14,2.413,0.148,2.29,2.74,NORDESTE,PIAUI,estadual
2006-01-08,2006-01-14,2.55,0.063,2.34,2.599,NORDESTE,RIO GRANDE DO NORTE,estadual
2006-01-08,2006-01-14,2.509,0.042,2.42,2.62,NORDESTE,SERGIPE,estadual
2006-01-08,2006-01-14,2.88,0.144,2.82,3.3,NORTE,ACRE,estadual
2006-01-08,2006-01-14,2.599,0.1,2.51,3.0,NORTE,AMAPA,estadual
2006-01-08,2006-01-14,2.614,0.115,2.45,3.05,NORTE,AMAZONAS,estadual
2006-01-08,2006-01-14,2.65,0.177,2.39,3.15,NORTE,PARA,estadual
2006-01-08,2006-01-14,2.734,0.161,2.45,3.19,NORTE,RONDONIA,estadual
2006-01-08,2006-01-14,2.865,0.03,2.75,2.89,NORTE,RORAIMA,estadual
2006-01-08,2006-01-14,2.69,0.067,2.53,2.89,NORTE,TOCANTINS,estadual
2006-01-08,2006-01-14,2.612,0.071,2.41,2.83,SUDESTE,ESPIRITO SANTO,estadual
2006-01-08,2006-01-14,2.468,0.118,2.199,2.859,SUDESTE,MINAS GERAIS,estadual
2006-01-08,2006-01-14,2.538,0.123,2.249,2.98,SUDESTE,RIO DE JANEIRO,estadual
2006-01-08,2006-01-14,2.395,0.102,2.09,2.71,SUDESTE,SAO PAULO,estadual
2006-01-08,2006-01-14,2.467,0.082,2.259,2.75,SUL,PARANA,estadual
2006-01-08,2006-01-14,2.711,0.115,2.49,2.992,SUL,RIO GRANDE DO SUL,estadual
2006-01-08,2006-01-14,2.59,0.054,2.35,2.73,SUL,SANTA CATARINA,estadual
2006-01-15,2006-01-21,2.612,0.087,2.21,2.92,CENTRO OESTE,DISTRITO FEDERAL,estadual
2006-01-15,2006-01-21,2.541,0.075,2.229,2.699,CENTRO OESTE,GOIAS,estadual
2006-01-15,2006-01-21,2.93,0.084,2.67,3.19,CENTRO OESTE,MATO GROSSO,estadual
2006-01-15,2006-01-21,2.766,0.052,2.579,2.95,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2006-01-15,2006-01-21,2.724,0.054,2.509,2.78,NORDESTE,ALAGOAS,estadual
2006-01-15,2006-01-21,2.574,0.112,2.33,2.9,NORDESTE,BAHIA,estadual
2006-01-15,2006-01-21,2.526,0.107,2.36,2.886,NORDESTE,CEARA,estadual
2006-01-15,2006-01-21,2.604,0.091,2.43,2.98,NORDESTE,MARANHAO,estadual
2006-01-15,2006-01-21,2.572,0.088,2.29,2.69,NORDESTE,PARAIBA,estadual
2006-01-15,2006-01-21,2.421,0.149,2.17,2.84,NORDESTE,PERNAMBUCO,estadual
2006-01-15,2006-01-21,2.414,0.159,2.29,2.74,NORDESTE,PIAUI,estadual
2006-01-15,2006-01-21,2.512,0.068,2.27,2.599,NORDESTE,RIO GRANDE DO NORTE,estadual
2006-01-15,2006-01-21,2.507,0.046,2.399,2.62,NORDESTE,SERGIPE,estadual
2006-01-15,2006-01-21,2.877,0.131,2.82,3.3,NORTE,ACRE,estadual
2006-01-15,2006-01-21,2.596,0.104,2.51,3.0,NORTE,AMAPA,estadual
2006-01-15,2006-01-21,2.603,0.119,2.41,3.05,NORTE,AMAZONAS,estadual
2006-01-15,2006-01-21,2.655,0.18,2.399,3.05,NORTE,PARA,estadual
2006-01-15,2006-01-21,2.743,0.173,2.49,3.19,NORTE,RONDONIA,estadual
2006-01-15,2006-01-21,2.861,0.031,2.75,2.89,NORTE,RORAIMA,estadual
2006-01-15,2006-01-21,2.689,0.059,2.549,2.85,NORTE,TOCANTINS,estadual
2006-01-15,2006-01-21,2.593,0.083,2.399,2.83,SUDESTE,ESPIRITO SANTO,estadual
2006-01-15,2006-01-21,2.469,0.118,2.199,2.77,SUDESTE,MINAS GERAIS,estadual
2006-01-15,2006-01-21,2.547,0.12,2.28,2.98,SUDESTE,RIO DE JANEIRO,estadual
2006-01-15,2006-01-21,2.396,0.103,2.13,2.98,SUDESTE,SAO PAULO,estadual
2006-01-15,2006-01-21,2.46,0.082,2.279,2.75,SUL,PARANA,estadual
2006-01-15,2006-01-21,2.699,0.126,2.49,2.992,SUL,RIO GRANDE DO SUL,estadual
2006-01-15,2006-01-21,2.59,0.054,2.35,2.759,SUL,SANTA CATARINA,estadual
2006-01-22,2006-01-28,2.624,0.064,2.28,2.69,CENTRO OESTE,DISTRITO FEDERAL,estadual
2006-01-22,2006-01-28,2.544,0.071,2.29,2.73,CENTRO OESTE,GOIAS,estadual
2006-01-22,2006-01-28,2.938,0.069,2.65,3.16,CENTRO OESTE,MATO GROSSO,estadual
2006-01-22,2006-01-28,2.772,0.04,2.619,2.89,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2006-01-22,2006-01-28,2.724,0.053,2.509,2.78,NORDESTE,ALAGOAS,estadual
2006-01-22,2006-01-28,2.57,0.112,2.33,2.879,NORDESTE,BAHIA,estadual
2006-01-22,2006-01-28,2.66,0.054,2.36,2.886,NORDESTE,CEARA,estadual
2006-01-22,2006-01-28,2.612,0.091,2.35,2.94,NORDESTE,MARANHAO,estadual
2006-01-22,2006-01-28,2.571,0.089,2.29,2.69,NORDESTE,PARAIBA,estadual
2006-01-22,2006-01-28,2.412,0.167,2.18,2.84,NORDESTE,PERNAMBUCO,estadual
2006-01-22,2006-01-28,2.413,0.156,2.29,2.74,NORDESTE,PIAUI,estadual
2006-01-22,2006-01-28,2.49,0.073,2.3,2.599,NORDESTE,RIO GRANDE DO NORTE,estadual
2006-01-22,2006-01-28,2.506,0.046,2.399,2.62,NORDESTE,SERGIPE,estadual
2006-01-22,2006-01-28,2.876,0.147,2.82,3.3,NORTE,ACRE,estadual
2006-01-22,2006-01-28,2.595,0.104,2.51,3.0,NORTE,AMAPA,estadual
2006-01-22,2006-01-28,2.594,0.121,2.41,3.05,NORTE,AMAZONAS,estadual
2006-01-22,2006-01-28,2.655,0.188,2.39,3.15,NORTE,PARA,estadual
2006-01-22,2006-01-28,2.741,0.16,2.45,3.19,NORTE,RONDONIA,estadual
2006-01-22,2006-01-28,2.865,0.027,2.8,2.95,NORTE,RORAIMA,estadual
2006-01-22,2006-01-28,2.686,0.054,2.63,2.85,NORTE,TOCANTINS,estadual
2006-01-22,2006-01-28,2.579,0.095,2.349,2.83,SUDESTE,ESPIRITO SANTO,estadual
2006-01-22,2006-01-28,2.466,0.119,2.199,2.77,SUDESTE,MINAS GERAIS,estadual
2006-01-22,2006-01-28,2.541,0.12,2.329,2.98,SUDESTE,RIO DE JANEIRO,estadual
2006-01-22,2006-01-28,2.398,0.102,2.13,2.71,SUDESTE,SAO PAULO,estadual
2006-01-22,2006-01-28,2.436,0.093,2.249,2.75,SUL,PARANA,estadual
2006-01-22,2006-01-28,2.691,0.132,2.47,2.999,SUL,RIO GRANDE DO SUL,estadual
2006-01-22,2006-01-28,2.6,0.05,2.429,2.79,SUL,SANTA CATARINA,estadual
