razao,endereco,Description,geometry,longitude,latitude,data,venda,quantile
POSTO ZEPPE GRAND PRIX LTDA,"VIA EXPRESSA, 3.100","endereco: VIA EXPRESSA, 3.100<br>bairro: Bitacula e Perobas<br>cidade: Contagem<br>endereço: Via Expressa de Contagem, 3100 - Parque Sao Joao, Bitacula E Perobas - MG, 32371-190, Brazil<br>longitude: -44.0495867<br>latitude: -19.9211609",POINT Z (-44.0495867 -19.9211609 0),-19.9211609,-44.0495867,2020-03-01,4.695,"(4.639, 4.778]"
POSTO ZEPPE MIRAGEM LTDA,"AVENIDA PRESIDENTE CARLOS LUZ, 638","endereco: AVENIDA PRESIDENTE CARLOS LUZ, 638<br>bairro: Caicara<br>cidade: Belo Horizonte<br>endereço: Av. Presidente Carlos Luz, 638 - Alto Caiçaras, Belo Horizonte - MG, 31230-010, Brazil<br>longitude: -43.9650898<br>latitude: -19.9038588",POINT Z (-43.9650898 -19.9038588 0),-19.9038588,-43.9650898,2020-03-19,4.895,"(4.778, 4.918]"
POSTO ZEPPE OASIS LTDA,"VIA EXPRESSA, 2600","endereco: VIA EXPRESSA, 2600<br>bairro: Cinco/perobas<br>cidade: Contagem<br>endereço: Via Expressa de Contagem, 2600 - Parque Sao Joao, Contagem - MG, 32370-485, Brazil<br>longitude: -44.0450713<br>latitude: -19.9238509",POINT Z (-44.0450713 -19.9238509 0),-19.9238509,-44.0450713,2020-03-01,4.695,"(4.639, 4.778]"
REDE DOM PEDRO DE POSTOS LTDA.,"RODOVIA BR-381 FERNAO DIAS, S/N KM 496","endereco: RODOVIA BR-381 FERNAO DIAS, S/N KM 496<br>bairro: Brasileia<br>cidade: Betim<br>endereço: Rod. Fernão Dias, 381 - S/N - Filadélfia, Betim - MG, 32670-138, Brazil<br>longitude: -44.1830349<br>latitude: -19.9701606",POINT Z (-44.1830349 -19.9701606 0),-19.9701606,-44.1830349,2020-09-03,4.595,"(4.498, 4.639]"
REDE SANTANA COMBUSTIVEIS CONTAGEM LTDA,"AVENIDA FRANCISCO FIRMO MATTOS, 2020","endereco: AVENIDA FRANCISCO FIRMO MATTOS, 2020<br>bairro: Cidade Jd. Eldorado<br>cidade: Contagem<br>endereço: Av. Francisco Firmo de Matos, 2020 - Eldorado, Contagem - MG, 32260-000, Brazil<br>longitude: -44.0391984<br>latitude: -19.9503359",POINT Z (-44.0391984 -19.9503359 0),-19.9503359,-44.0391984,2020-03-01,4.595,"(4.498, 4.639]"
RODRIGUES SILVA DERIVADOS DE PETRÓLEO LTDA,"RUA SANTA MARIA, 43","endereco: RUA SANTA MARIA, 43<br>bairro: Pedra Azul<br>cidade: Contagem<br>endereço: R. Santa Maria, 43 - Pedra Azul, Contagem - MG, 32183-180, Brazil<br>longitude: -44.0395912<br>latitude: -19.8596341",POINT Z (-44.0395912 -19.8596341 0),-19.8596341,-44.0395912,2020-06-02,4.758,"(4.639, 4.778]"
ROL COMERCIO DE DERIVADOS DE PETROLEO LTDA,"AVENIDA ANDRADAS, 3520","endereco: AVENIDA ANDRADAS, 3520<br>bairro: Pompeia<br>cidade: Belo Horizonte<br>endereço: Av. dos Andradas, 3520 - Santa Efigênia, Belo Horizonte - MG, 30260-070, Brazil<br>longitude: -43.9091934<br>latitude: -19.9163639",POINT Z (-43.9091934 -19.9163639 0),-19.9163639,-43.9091934,2020-03-18,4.626,"(4.498, 4.639]"
SAO FRANCISCO PARTICIPACOES TRANSPORTES E SERVICOS LTDA,"RUA MAJOR DELFINO DE PAULA, 2745","endereco: RUA MAJOR DELFINO DE PAULA, 2745<br>bairro: Sao Francisco<br>cidade: Belo Horizonte<br>endereço: ROD ANEL - Anel Rodoviário Celso Mello Azevedo, 15600, Belo Horizonte - MG, 30750-585, Brazil<br>longitude: -43.9741855<br>latitude: -19.8916725",POINT Z (-43.9741855 -19.8916725 0),-19.8916725,-43.9741855,2020-05-02,4.799,"(4.778, 4.918]"
SOCIEDADE COMERCIAL CANAA LTDA,"RODOVIA PAPA JOAO PAULO II, 3614","endereco: RODOVIA PAPA JOAO PAULO II, 3614<br>bairro: Canaa<br>cidade: Belo Horizonte<br>endereço: Rod. Papa João Paulo II, 3614 - Canaa, Belo Horizonte - MG, 31749-060, Brazil<br>longitude: -43.9483719<br>latitude: -19.7890748",POINT Z (-43.9483719 -19.7890748 0),-19.7890748,-43.9483719,2020-11-02,4.697,"(4.639, 4.778]"
TIC TAC DERIVADOS DE PETROLEO LTDA,"AVENIDA DO CONTORNO, 9645","endereco: AVENIDA DO CONTORNO, 9645<br>bairro: Prado<br>cidade: Belo Horizonte<br>endereço: Av. Dom Pedro I, 2355 - Venda Nova, Belo Horizonte - MG, 31515-300, Brazil<br>longitude: -43.9575726<br>latitude: -19.8261837",POINT Z (-43.9575726 -19.8261837 0),-19.8261837,-43.9575726,2020-01-30,4.985,"(4.918, 5.058]"
VIF COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA SARAMENHA, 1660","endereco: AVENIDA SARAMENHA, 1660<br>bairro: Guarani<br>cidade: Belo Horizonte<br>endereço: Av. Saramenha, 1062 - Guarani, Belo Horizonte - MG, 31840-050, Brazil<br>longitude: -43.9213408<br>latitude: -19.8416974",POINT Z (-43.9213408 -19.8416974 0),-19.8416974,-43.9213408,2020-07-01,4.698,"(4.639, 4.778]"
W. R. SIMONE COMERCIAL LTDA.,"AVENIDA BARÃO HOMEM DE MELO, 3000","endereco: AVENIDA BARÃO HOMEM DE MELO, 3000<br>bairro: Estoril<br>cidade: Belo Horizonte<br>endereço: Av. Raja Gabáglia, 5001 - Cidade Jardim, Belo Horizonte - MG, 30380-103, Brazil<br>longitude: -43.9479296<br>latitude: -19.9717966",POINT Z (-43.9479296 -19.9717966 0),-19.9717966,-43.9479296,2020-03-02,4.879,"(4.778, 4.918]"
WJE COMBUSTIVEIS LTDA,"RODOVIA BR-040, S/N KM 526.7","endereco: RODOVIA BR-040, S/N KM 526.7<br>bairro: Vila Paris<br>cidade: Contagem<br>endereço: BR-040 - Vila Paris, Contagem - MG, Brazil<br>longitude: -44.023568<br>latitude: -19.921178",POINT Z (-44.023568 -19.921178 0),-19.921178,-44.023568,2020-06-02,4.695,"(4.639, 4.778]"
WMS SUPERMERCADOS DO BRASIL LTDA.,"AVENIDA GENERAL DAVID SARNOFF, 5350 ANEXO: SUPERCENTER;","endereco: AVENIDA GENERAL DAVID SARNOFF, 5350 ANEXO: SUPERCENTER;<br>bairro: Cidade Industrial<br>cidade: Contagem<br>endereço: Av. General David Sarnoff, 5350 - Cidade Industrial, Contagem - MG, 32210-110, Brazil<br>longitude: -44.0245922<br>latitude: -19.9478928",POINT Z (-44.0245922 -19.9478928 0),-19.9478928,-44.0245922,2020-11-03,4.699,"(4.639, 4.778]"
